,Unnamed: 0,Make,Model,Year,Mileage (KM),Location,Transmission,Selling Condition,Colour,Price,Used Location,MPG
2283,2283,Toyota,Corolla,2014.0,108390.0,"C45, Abuja",Automatic,Imported,GREY,5610000,Foreign used,34
2284,2284,Ford,Escape,2011.0,13638.0,"C45, Abuja",Automatic,Imported,SILVER,3146000,Foreign used,30
2285,2285,Jeep,Grand,2006.0,157654.0,"C45, Lagos",Automatic,Registered,Red,1802000,Nigerian used,15
2286,2286,Nissan,Pathfinder,2005.0,265452.0,"C45, Benin",Automatic,Registered,SILVER,1354000,Nigerian used,23
2287,2287,Toyota,Corolla,2005.0,205117.0,"C45, Lagos",Automatic,Registered,Grey,1522000,Nigerian used,34
2288,2288,Toyota,Highlander,2008.0,109048.0,"C45, Lagos",Automatic,Registered,BLUE,3818000,Nigerian used,36
2289,2289,Lexus,Gs,2006.0,126224.0,"C45, Lagos",Automatic,Registered,BLACK,2362000,Nigerian used,19
2290,2290,Dodge,Ram,1997.0,130245.0,"C45, Abuja",Automatic,Imported,WHITE,2922000,Foreign used,12
2291,2291,Toyota,Corolla,2015.0,100370.0,"C45, Lagos",Automatic,Registered,BLACK,3594000,Nigerian used,34
2292,2292,Nissan,Pathfinder,2008.0,92901.0,"C45, Lagos",Automatic,Registered,BLACK,2250000,Nigerian used,23
2293,2293,Pontiac,Vibe,2009.0,132665.0,"C45, Abuja",Automatic,Registered,WHITE,2250000,Nigerian used,22
2294,2294,Toyota,Corolla,2004.0,0.0,"C45-Express,, ",0,0.0,0.0,1600000,Nigerian used,34
2295,2295,Toyota,Rav4,2005.0,71437.0,"C45, ",Automatic,Registered,Black,1354000,Nigerian used,30
2296,2296,Hyundai,Accent,2006.0,81753.0,"C45, Lagos",Automatic,Registered,BLACK,2586000,Foreign used,36
2297,2297,Honda,Civic,2007.0,137268.0,"C45, Lagos",Manual,Registered,GOLD,738000,Nigerian used,44
2298,2298,Ford,Focus,2012.0,137259.0,"C45, Port",Automatic,Imported,0,3706000,Foreign used,107
2299,2299,Mercedes-Benz,E350,2010.0,120642.0,"C45, Asaba",Automatic,Registered,GREY,8410000,Nigerian used,25
2300,2300,Ford,Explorer,2008.0,69619.0,"C45, Benin",Automatic,Registered,Brown,1466000,Nigerian used,24
2301,2301,Mercedes-Benz,E350,2011.0,146934.0,"C45, Lagos",Automatic,Imported,BROWN,6954000,Foreign used,25
2302,2302,Jeep,Liberty,2003.0,153725.0,"C45, Lagos",Automatic,Registered,RED,1466000,Nigerian used,17
2303,2303,Nissan,Pathfinder,1997.0,198360.0,"C45, Benin",Automatic,Registered,BLUE,794000,Nigerian used,23
2304,2304,Toyota,Rav4,2007.0,0.0,"C45, Ilorin",Automatic,Registered,0,2250000,Nigerian used,30
2305,2305,Honda,Accord,2014.0,0.0,"C45-Express,, ",0,0.0,0.0,4500000,Foreign used,48
2306,2306,Peugeot,508,2014.0,98654.0,"C45, Abuja",Automatic,Registered,0,11210000,Nigerian used,0
2307,2307,Toyota,Avensis,2006.0,174345.0,"C45, Lagos",Manual,Registered,BLUE,850000,Nigerian used,0
2308,2308,Lexus,Is,2011.0,110931.0,"C45, Abuja",Automatic,Registered,MAROON,3258000,Nigerian used,0
2309,2309,Hyundai,Entourage,2008.0,163535.0,"C45, Lagos",Automatic,Registered,Grey,1914000,Nigerian used,21
2310,2310,Toyota,Corolla,2004.0,149622.0,"C45, Kaduna",Automatic,Registered,BLUE,1466000,Nigerian used,34
2311,2311,Toyota,Sienna,2006.0,155712.0,"C45, Benin",Automatic,Registered,RED,2586000,Nigerian used,20
2312,2312,Honda,Accord,2009.0,0.0,"C45-Express,, ",0,0.0,0.0,2700000,Foreign used,48
2313,2313,Mercedes-Benz,GL450,2007.0,111574.0,"C45, Abuja",Automatic,Registered,BLACK,4042000,Nigerian used,19
2314,2314,Hyundai,Sonata,2011.0,134937.0,"C45, Lagos",Automatic,Registered,Blue,2698000,Nigerian used,47
2315,2315,Mercedes-Benz,C300,2013.0,0.0,"C45-Express,, ",0,0.0,0.0,5700000,Foreign used,27
2316,2316,Lexus,Is,2006.0,227817.0,"C45, Abuja",Automatic,Registered,,2810000,Nigerian used,0
2317,2317,Toyota,Camry,2007.0,0.0,"C45-Express,, ",0,0.0,0.0,3100000,Foreign used,26
2318,2318,Honda,Civic,2006.0,132310.0,"C45, Kaduna",Automatic,Registered,Blue,1354000,Nigerian used,44
2319,2319,Toyota,Corolla,2006.0,148378.0,"C45, Port",Automatic,Registered,Blue,1690000,Nigerian used,34
2320,2320,Volkswagen,Tiguan,2012.0,80995.0,"C45, Lagos",Automatic,Registered,BLACK,3370000,Nigerian used,25
2321,2321,BMW,X3,2007.0,202522.0,"C45, Lagos",Automatic,Imported,BLACK,3258000,Foreign used,24
2322,2322,Mitsubishi,L200,2013.0,148147.0,"C45, Lagos",Manual,Registered,WHITE,4266000,Nigerian used,0
2323,2323,Infiniti,G,2007.0,191393.0,"C45, Lagos",Automatic,Registered,White,1914000,Nigerian used,0
2324,2324,Mitsubishi,Pajero,2002.0,219990.0,"C45, ",Automatic,Imported,BLACK,3258000,Foreign used,0
2325,2325,Peugeot,307,2006.0,7766.0,"C45, Kaduna",Manual,Imported,blue,1074000,Foreign used,0
2326,2326,Toyota,Camry,2005.0,255763.0,"C45, Benin",Automatic,Registered,Green,1354000,Nigerian used,26
2327,2327,Kia,Sportage,2012.0,99688.0,"C45, Lagos",Automatic,Imported,0,5050000,Foreign used,23
2328,2328,Toyota,Sienna,2005.0,182372.0,"C45, Lagos",Automatic,Imported,BLUE,3272500,Foreign used,20
2329,2329,Nissan,Quest,2006.0,240000.0,"C45, Ibadan",Automatic,Registered,BLACK,962000,Nigerian used,22
2330,2330,Toyota,Sienna,2006.0,205068.0,"C45, Lagos",Automatic,Imported,GREY,3090000,Foreign used,20
2331,2331,Toyota,Corolla,2003.0,257014.0,"C45, Port",Automatic,Registered,Black,1690000,Nigerian used,34
2332,2332,BMW,3,2006.0,132093.0,"C45, Lagos",Automatic,Imported,BLUE,1746000,Foreign used,0
2333,2333,Land,Range,2010.0,81587.0,"C45, Lagos",Automatic,Registered,WHITE,6730000,Nigerian used,18
2334,2334,Honda,Cr-V,2003.0,193883.0,"C45, Benin",Automatic,Registered,Black,1018000,Nigerian used,30
2335,2335,Nissan,Primera,2002.0,87388.0,"C45, Lagos",Automatic,Registered,GREY,906000,Nigerian used,0
2336,2336,Jeep,Wrangler,2009.0,230627.0,"C45, Lagos",Automatic,Registered,GREEN,3930000,Nigerian used,17
2337,2337,Honda,Accord,2013.0,74049.0,"C45, Kaduna",Automatic,Imported,Black,4938000,Foreign used,48
2338,2338,Jeep,Grand,2000.0,106932.0,"C45, Lagos",Automatic,Registered,Grey,962000,Nigerian used,15
2339,2339,Volkswagen,Sharan,1997.0,227918.0,"C45, Kaduna",Manual,Registered,GREEN,1690000,Nigerian used,0
2340,2340,Toyota,Rav4,2017.0,25419.0,"C45, Abuja",Automatic,Imported,PURPLE,13450000,Foreign used,30
2341,2341,Toyota,Camry,2013.0,63672.0,"C45, Lagos",Automatic,Registered,BLACK,4042000,Nigerian used,26
2342,2342,Peugeot,206,2004.0,18750.0,"C45, Kaduna",Manual,Registered,BLUE,1074000,Nigerian used,0
2343,2343,Honda,Cr-V,2005.0,173785.0,"C45, Asaba",Automatic,Registered,SILVER,1354000,Nigerian used,30
2344,2344,Toyota,Camry,2012.0,22637.0,"C45, Lagos",Automatic,Imported,Black,4826000,Foreign used,26
2345,2345,Toyota,Camry,2007.0,107304.0,"C45, Lagos",Automatic,Registered,SILVER,2194000,Nigerian used,26
2346,2346,Toyota,Sienna,2005.0,124640.0,"C45, Ibadan",Automatic,Imported,silver,2866000,Foreign used,20
2347,2347,Toyota,Camry,2012.0,238343.0,"C45, Lagos",Automatic,Imported,0,4490000,Foreign used,26
2348,2348,Acura,Mdx,2001.0,244217.0,"C45, Lagos",Automatic,Registered,Grey,1074000,Nigerian used,22
2349,2349,Mercedes-Benz,GL450,2007.0,102928.0,"C45, Port",Automatic,Registered,Silver,3200000,Nigerian used,19
2350,2350,Audi,Q7,2008.0,94882.0,"C45, Lagos",Automatic,Registered,Grey,2810000,Nigerian used,0
2351,2351,Toyota,Camry,2003.0,110472.0,"C45, Ilorin",Automatic,Registered,0,1354000,Nigerian used,26
2352,2352,Hyundai,Accent,2012.0,1.0,"C45, Lagos",Automatic,Registered,BLACK,1130000,Nigerian used,36
2353,2353,Honda,Civic,1997.0,312167.0,"C45, Abuja",Manual,Registered,BLACK,682000,Nigerian used,44
2354,2354,Nissan,Altima,2003.0,214563.0,"C45, ",Automatic,Registered,0,682000,Nigerian used,31
2355,2355,Acura,Mdx,2006.0,216855.0,"C45, Lagos",Automatic,Registered,0,1690000,Nigerian used,22
2356,2356,Toyota,Tundra,2010.0,91506.0,"C45, Lagos",Manual,Registered,SILVER,5050000,Nigerian used,14
2357,2357,Ford,Edge,2018.0,15609.0,"C45, Abuja",Automatic,Imported,Grey,13450000,Foreign used,24
2358,2358,Honda,Accord,2008.0,138965.0,"C45, Ilorin",Automatic,Registered,0,1130000,Nigerian used,48
2359,2359,Ford,Transit,1990.0,179106.0,"C45, Kaduna",Manual,Imported,White,3202000,Foreign used,22
2360,2360,Toyota,Camry,2016.0,193905.0,"C45, Benin",Automatic,Imported,RED,7850000,Foreign used,26
2361,2361,Honda,Odyssey,2003.0,135439.0,"C45, Lagos",Automatic,Registered,SILVER,1018000,Nigerian used,22
2362,2362,Toyota,Corolla,2003.0,197143.0,"C45, Kaduna",Automatic,Registered,Grey,1746000,Nigerian used,34
2363,2363,Honda,Accord,1998.0,1939266.0,"C45, Kaduna",Automatic,Registered,Grey,570000,Nigerian used,48
2364,2364,Toyota,4Runner,2004.0,112504.0,"C45, Lagos",Automatic,Registered,BLACK,1690000,Nigerian used,17
2365,2365,MG,350s,2014.0,39233.0,"C45, Lagos",Automatic,Registered,RED,1690000,Nigerian used,0
2366,2366,Honda,Odyssey,2005.0,318996.0,"C45, Lagos",Automatic,Registered,GREY,2586000,Nigerian used,22
2367,2367,Nissan,Pathfinder,2006.0,191852.0,"C45, Port",Automatic,Registered,Grey,1186000,Nigerian used,23
2368,2368,Lexus,Gx,2006.0,133051.0,"C45, Lagos",Automatic,Registered,0,3370000,Nigerian used,16
2369,2369,Toyota,Venza,2013.0,187232.0,"C45, Benin",Automatic,Imported,Grey,8410000,Foreign used,39
2370,2370,Dodge,Avenger,2008.0,264678.0,"C45, Abuja",Automatic,Registered,SILVER,1354000,Nigerian used,18
2371,2371,Kia,Rio,2011.0,109608.0,"C45, Lagos",Automatic,Registered,BLACK,906000,Nigerian used,36
2372,2372,Honda,Accord,1998.0,234354.0,"C45, Kaduna",Automatic,Registered,Green,458000,Nigerian used,48
2373,2373,Hyundai,Accent,2011.0,110859.0,"C45, Abuja",Manual,Registered,GREY,1466000,Nigerian used,36
2374,2374,Toyota,Camry,2010.0,119003.0,"C45, Lagos",Automatic,Registered,Grey,2362000,Nigerian used,26
2375,2375,Honda,Accord,2009.0,137825.0,"C45, Lagos",Automatic,Registered,Grey,1578000,Nigerian used,48
2376,2376,Ford,Focus,1999.0,330644.0,"C45, Kaduna",Manual,Registered,RED,648400,Nigerian used,107
2377,2377,Toyota,Sienna,2006.0,162832.0,"C45, ",Automatic,Imported,GREEN,3258000,Foreign used,20
2378,2378,Toyota,Highlander,2008.0,30031.0,"C45, ",Automatic,Registered,Black,3370000,Nigerian used,36
2379,2379,Lexus,Rx,2006.0,57737.0,"C45, ",Automatic,Imported,BLUE,5162000,Foreign used,23
2380,2380,Lexus,Rx,2010.0,98619.0,"C45, Port",Automatic,Registered,Red,6170000,Nigerian used,23
2381,2381,Nissan,Pathfinder,2002.0,111111.0,"C45, Kaduna",Automatic,Registered,Grey,850000,Nigerian used,23
2382,2382,Toyota,Camry,2007.0,143218.0,"C45, Kaduna",Automatic,Registered,GOLD,2922000,Nigerian used,26
2383,2383,Toyota,Rav4,2008.0,79448.0,"C45, Lagos",Automatic,Imported,BLUE,3930000,Foreign used,30
2384,2384,Kia,Rio,2020.0,6817.0,"C45, ",Automatic,Registered,BLUE,4622500,Nigerian used,36
2385,2385,Toyota,Highlander,2003.0,75754.0,"C45, Abuja",Automatic,Registered,BLUE,1578000,Nigerian used,36
2386,2386,Peugeot,206,2004.0,178184.0,"C45, Kaduna",Automatic,Registered,silver,1018000,Nigerian used,0
2387,2387,Honda,Pilot,2005.0,170184.0,"C45, Benin",Automatic,Registered,Grey,1354000,Nigerian used,23
2388,2388,Toyota,Matrix,2003.0,23992.0,"C45, Port",Automatic,Registered,0,1522000,Nigerian used,22
2389,2389,Toyota,Camry,2002.0,220507.0,"C45, Lagos",Automatic,Registered,Blue,1354000,Nigerian used,26
2390,2390,Infiniti,Qx,1999.0,0.0,"C45, Ilorin",Automatic,Registered,0,682000,Nigerian used,0
2391,2391,Toyota,Avalon,2006.0,78266.0,"C45, ",Manual,Imported,WHINE,3146000,Foreign used,26
2392,2392,Lexus,Lx,1999.0,95812.0,"C45, ",Automatic,Registered,Gold,2026000,Nigerian used,14
2393,2393,Toyota,Camry,1999.0,449500.0,"C45, Ibadan",Automatic,Registered,Silver,794000,Nigerian used,26
2394,2394,Toyota,Sienna,2000.0,177027.0,"C45, Lagos",Automatic,Registered,GREY,794000,Nigerian used,20
2395,2395,Honda,Ridgeline,2007.0,44392.0,"C45, Lagos",Automatic,Registered,0,3034000,Nigerian used,21
2396,2396,Mercedes-Benz,C240,2005.0,190334.0,"C45, Lagos",Automatic,Imported,SILVER,2922000,Foreign used,20
2397,2397,Ford,Focus,2009.0,287051.0,"C45, Ilorin",Manual,Imported,0,827600,Foreign used,107
2398,2398,Toyota,Sienna,2006.0,265761.0,"C45, Lagos",Automatic,Registered,Red,2026000,Nigerian used,20
2399,2399,Lexus,Rx,1999.0,494955.0,"C45, Lagos",Automatic,Registered,BLACK,1410000,Nigerian used,23
2400,2400,GMC,Savana,2009.0,216225.0,"C45, Lagos",Automatic,Registered,WHITE,1914000,Nigerian used,12
2401,2401,Lexus,Is,2008.0,54553.0,"C45, Port",Automatic,Registered,Grey,3930000,Nigerian used,0
2402,2402,Toyota,Camry,2010.0,152717.0,"C45, Lagos",Automatic,Registered,Silver,2586000,Nigerian used,26
2403,2403,Lexus,Es,2002.0,326183.0,"C45, Ibadan",Triptonic,Registered,silver,1802000,Nigerian used,26
2404,2404,Hyundai,Accent,2014.0,74563.0,"C45, Port",Automatic,Registered,Black,1690000,Nigerian used,36
2405,2405,Lexus,Gx,2004.0,0.0,"C45, Port",Automatic,Registered,Black,3034000,Nigerian used,16
2406,2406,Acura,Mdx,2002.0,250336.0,"C45, Lagos",Automatic,Registered,SILVER,1018000,Nigerian used,22
2407,2407,Peugeot,406,2004.0,259095.0,"C45, ",Manual,Registered,blue,962000,Nigerian used,0
2408,2408,Mitsubishi,L200,2013.0,51654.0,"C45, Lagos",Manual,Registered,WHITE,3930000,Nigerian used,0
2409,2409,Mazda,Cx-7,2010.0,150003.0,"C45, Lagos",Automatic,Imported,BLACK,3706000,Foreign used,19
2410,2410,Mitsubishi,L200,2009.0,56377.0,"C45, Lagos",Manual,Registered,0,2810000,Nigerian used,0
2411,2411,Lexus,Rx,2000.0,123753.0,"C45, Port",Automatic,Registered,Grey,1242000,Nigerian used,23
2412,2412,Toyota,Corolla,2008.0,78900.0,"C45, Kaduna",Automatic,Registered,BLUE,2138000,Nigerian used,34
2413,2413,Honda,Civic,2006.0,201053.0,"C45, Lagos",Automatic,Imported,GREY,1578000,Foreign used,44
2414,2414,Lexus,Rx,2000.0,205885.0,"C45, Lagos",Automatic,Registered,Silver,1354000,Nigerian used,23
2415,2415,Jeep,Wrangler,2016.0,29605.0,"C45, ",Manual,Registered,Silver,8410000,Nigerian used,17
2416,2416,Volkswagen,Passat,2010.0,138640.0,"C45, Lagos",Automatic,Imported,BLACK,1914000,Foreign used,28
2417,2417,Toyota,Highlander,2011.0,119630.0,"C45, Lagos",Automatic,Registered,0,5050000,Nigerian used,36
2418,2418,Toyota,Corolla,2003.0,232376.0,"C45, Port",Automatic,Registered,0,1802000,Nigerian used,34
2419,2419,Toyota,HiAce,2012.0,60687.0,"C45, Lagos",Manual,Registered,WHITE,6730000,Nigerian used,0
2420,2420,Lexus,Rx,2011.0,106952.0,"C45, Abuja",Automatic,Registered,BLUE,6954000,Nigerian used,23
2421,2421,Acura,Mdx,2006.0,254705.0,"C45, ",Automatic,Imported,WHITE,2474000,Foreign used,22
2422,2422,Toyota,Avalon,2015.0,27269.0,"C45, Abuja",Automatic,Registered,Grey,8970000,Nigerian used,26
2423,2423,Volkswagen,Touran,2004.0,222354.0,"C45, Lagos",Automatic,Imported,Black,2026000,Foreign used,0
2424,2424,Lexus,Is,2009.0,114239.0,"C45, Lagos",Automatic,Imported,WHITE,3818000,Foreign used,0
2425,2425,Toyota,Corolla,2005.0,297969.0,"C45, Kaduna",Automatic,Registered,Red,1813200,Nigerian used,34
2426,2426,Hyundai,Sonata,2013.0,291561.0,"C45, ",Automatic,Imported,BLACK,4490000,Foreign used,47
2427,2427,Peugeot,406,2001.0,219022.0,"C45, Abuja",Manual,Registered,SILVER,738000,Nigerian used,0
2428,2428,Mazda,Cx-9,2008.0,161430.0,"C45, Lagos",Automatic,Imported,0,3930000,Foreign used,23
2429,2429,Hyundai,Santa,2011.0,127046.0,"C45, Lagos",Automatic,Registered,BLACK,1802000,Nigerian used,32
2430,2430,Honda,Accord,1998.0,265190.0,"C45, Kaduna",Automatic,Registered,GOLD,626000,Nigerian used,48
2431,2431,Toyota,Matrix,2003.0,278853.0,"C45, Lagos",Automatic,Registered,gold,1466000,Nigerian used,22
2432,2432,Lexus,Es,2008.0,60730.0,"C45, Lagos",Automatic,Imported,WHITE,3706000,Foreign used,26
2433,2433,BMW,7,2009.0,57765.0,"C45, Abuja",Automatic,Registered,WHITE,3594000,Nigerian used,0
2434,2434,Mercedes-Benz,Ml350,2008.0,87254.0,"C45, Lagos",Automatic,Registered,0,3482000,Nigerian used,20
2435,2435,Mercedes-Benz,C,2015.0,233311.0,"C45, Lagos",Automatic,Imported,Black,1914000,Foreign used,17
2436,2436,Lexus,Es,2007.0,95348.0,"C45, Port",Manual,Registered,SILVER,3762000,Nigerian used,26
2437,2437,Toyota,Corolla,2005.0,155933.0,"C45, Port",Automatic,Registered,Red,1690000,Nigerian used,34
2438,2438,Nissan,Altima,2002.0,60743.0,"C45, Abuja",Automatic,Registered,BLACK,794000,Nigerian used,31
2439,2439,Toyota,Land,2011.0,77666.0,"C45, Lagos",Automatic,Registered,Black,19050000,Nigerian used,14
2440,2440,Honda,Accord,2019.0,13507.0,"C45, Lagos",Automatic,Imported,WHITE,12890000,Foreign used,48
2441,2441,Infiniti,FX35,2004.0,183266.0,"C45, ",Automatic,Registered,BLACK,1690000,Nigerian used,19
2442,2442,Toyota,Camry,2009.0,186932.0,"C45, Lagos",Automatic,Registered,SILVER,1858000,Nigerian used,26
2443,2443,Hyundai,Accent,2016.0,65035.0,"C45, Lagos",Automatic,Imported,Red,2922000,Foreign used,36
2444,2444,Ford,F-150,2005.0,89999.0,"C45, Abuja",Automatic,Imported,Grey,5050000,Foreign used,19
2445,2445,Lexus,Gs,2006.0,209251.0,"C45, ",Automatic,Registered,BLACK,2026000,Nigerian used,19
2446,2446,Toyota,Corolla,2008.0,195409.0,"C45, Port",Manual,Registered,0,1354000,Nigerian used,34
2447,2447,Toyota,Corolla,2012.0,121389.0,"C45, ",Automatic,Registered,Silver,2698000,Nigerian used,34
2448,2448,Toyota,Matrix,2003.0,299999.0,"C45, Abuja",Automatic,Registered,RED,1410000,Nigerian used,22
2449,2449,Toyota,Rav4,2009.0,120620.0,"C45, Lagos",Automatic,Imported,0,4397500,Foreign used,30
2450,2450,Lexus,Is,2014.0,42433.0,"C45, ",Automatic,Registered,SILVER,8970000,Nigerian used,0
2451,2451,Honda,Accord,2012.0,171680.0,"C45, Abuja",Automatic,Registered,WINE,2362000,Nigerian used,48
2452,2452,Mercedes-Benz,Ml350,2008.0,148695.0,"C45, Port",Automatic,Registered,Silver,2474000,Nigerian used,20
2453,2453,Toyota,Land,2010.0,227783.0,"C45, Abuja",Manual,Registered,Black,5050000,Nigerian used,14
2454,2454,Toyota,Camry,2007.0,137182.0,"C45, Lagos",Automatic,Registered,BLACK,2082000,Nigerian used,26
2455,2455,Honda,Accord,2003.0,320691.0,"C45, Kaduna",Automatic,Registered,Silver,1242000,Nigerian used,48
2456,2456,Honda,Cr-V,2003.0,202820.0,"C45, Lagos",Automatic,Registered,BLACK,1130000,Nigerian used,30
2457,2457,Honda,Cr-V,2015.0,52059.0,"C45, Lagos",Automatic,Registered,Silver,8970000,Nigerian used,30
2458,2458,Volkswagen,Jetta,2005.0,234714.0,"C45, Lagos",Automatic,Imported,0,1634000,Foreign used,44
2459,2459,Toyota,Prius,2007.0,378290.0,"C45, ",Automatic,Registered,Silver,1354000,Nigerian used,133
2460,2460,Acura,Mdx,2006.0,206726.0,"C45, Kaduna",Automatic,Registered,black,1208400,Nigerian used,22
2461,2461,Toyota,Venza,2009.0,135692.0,"C45, Port",Automatic,Registered,Grey,6674000,Nigerian used,39
2462,2462,Toyota,Land,2007.0,97654.0,"C45, Abuja",Manual,Registered,BLACK,5386000,Nigerian used,14
2463,2463,Honda,Accord,2000.0,150112.0,"C45, Lagos",Automatic,Registered,GOLD,962000,Nigerian used,48
2464,2464,Honda,Civic,2008.0,1.0,"C45, Lagos",Automatic,Registered,WHITE,1466000,Nigerian used,44
2465,2465,Hyundai,Azera,2014.0,66122.0,"C45, Abuja",Automatic,Imported,WHITE,6170000,Foreign used,22
2466,2466,Lexus,Is,2007.0,160797.0,"C45, Lagos",Automatic,Imported,Black,3482000,Foreign used,0
2467,2467,BMW,320i,2006.0,132173.0,"C45, Kaduna",Automatic,Registered,SILVER,1410000,Nigerian used,27
2468,2468,Honda,Stream,2001.0,191840.0,"C45, ",Automatic,Registered,SILVER,797500,Nigerian used,0
2469,2469,Nissan,X-Trail,2008.0,67254.0,"C45, ",Automatic,Registered,BLACK,1466000,Nigerian used,23
2470,2470,Nissan,Xterra,2002.0,269326.0,"C45, Lagos",Automatic,Registered,ORANGE,962000,Nigerian used,18
2471,2471,Kia,Rio,2013.0,128256.0,"C45, Lagos",Manual,Registered,White,1219600,Nigerian used,36
2472,2472,Honda,Accord,2000.0,100537.0,"C45, Port",Manual,Registered,0,738000,Nigerian used,48
2473,2473,Mercedes-Benz,S500,2014.0,13123.0,"C45, Lagos",Automatic,Registered,Brown,39210000,Nigerian used,17
2474,2474,Peugeot,307,2004.0,264627.0,"C45, Abuja",Automatic,Imported,Custom,1410000,Foreign used,0
2475,2475,Mercedes-Benz,G500,2013.0,61744.0,"C45, Lagos",Automatic,Registered,Black,33610000,Nigerian used,13
2476,2476,Kia,Sportage,2008.0,153348.0,"C45, Lagos",Automatic,Registered,0,1354000,Nigerian used,23
2477,2477,Toyota,Corolla,2008.0,79302.0,"C45, Lagos",Automatic,Registered,BLACK,1970000,Nigerian used,34
2478,2478,Mercedes,E280,1998.0,189935.0,"C45, Kaduna",Automatic,Registered,BLUE,1074000,Nigerian used,0
2479,2479,Nissan,Pathfinder,2007.0,1.0,"C45, Port",Automatic,Registered,Black,1578000,Nigerian used,23
2480,2480,Toyota,Highlander,2008.0,81772.0,"C45, Port",Automatic,Registered,Red,3370000,Nigerian used,36
2481,2481,Toyota,Camry,2010.0,126933.0,"C45, Lagos",Automatic,Imported,RED,4042000,Foreign used,26
2482,2482,Toyota,Camry,2009.0,143866.0,"C45, ",Automatic,Imported,WINE,2474000,Foreign used,26
2483,2483,Toyota,Venza,2012.0,59992.0,"C45, ",Automatic,Registered,0,6730000,Nigerian used,39
2484,2484,Chevrolet,Optra,2009.0,153503.0,"C45, Ibadan",Automatic,Registered,0,2250000,Nigerian used,0
2485,2485,Lexus,Es,2007.0,78430.0,"C45, Asaba",Automatic,Registered,Black,3370000,Nigerian used,26
2486,2486,Mercedes-Benz,C200,2001.0,232148.0,"C45, Port",Automatic,Registered,0,1242000,Nigerian used,0
2487,2487,Volvo,V70,2001.0,157881.0,"C45, Ibadan",Automatic,Registered,0,1354000,Nigerian used,21
2488,2488,Ford,Edge,2008.0,157768.0,"C45, Lagos",Automatic,Imported,BLUE,3370000,Foreign used,24
2489,2489,Ford,Explorer,2002.0,188868.0,"C45, Abuja",Manual,Registered,BLACK,1858000,Nigerian used,24
2490,2490,Toyota,Camry,2010.0,126442.0,"C45, Lagos",Automatic,Imported,0,3930000,Foreign used,26
2491,2491,Volvo,Xc90,2005.0,187885.0,"C45, Lagos",Automatic,Registered,Gold,1354000,Nigerian used,25
2492,2492,Skoda,Octavia,2008.0,56632.0,"C45, Port",Automatic,Registered,Black,1160000,Nigerian used,0
2493,2493,BMW,X3,2005.0,153436.0,"C45, Kaduna",Automatic,Registered,Black,1970000,Nigerian used,24
2494,2494,Dodge,Challenger,2011.0,212207.0,"C45, Lagos",Automatic,Registered,GREY,7290000,Nigerian used,21
2495,2495,Toyota,Sienna,2006.0,244434.0,"C45, Kaduna",Automatic,Imported,CUSTOM,3146000,Foreign used,20
2496,2496,Honda,Cr-V,1998.0,185395.0,"C45, Ilorin",Manual,Registered,0,603600,Nigerian used,30
2497,2497,Mercedes-Benz,GL450,2008.0,134773.0,"C45, Port",Automatic,Imported,White,5274000,Foreign used,19
2498,2498,Toyota,Matrix,2006.0,256000.0,"C45, Lagos",Automatic,Registered,BLACK,1466000,Nigerian used,22
2499,2499,Volvo,Xc90,2005.0,156542.0,"C45, Port",Automatic,Registered,Silver,1130000,Nigerian used,25
2500,2500,Subaru,Impreza,2010.0,73731.0,"C45, Lagos",Automatic,Registered,GREY,1466000,Nigerian used,0
2501,2501,Toyota,Camry,2011.0,107936.0,"C45, ",Automatic,Imported,Grey,3272500,Foreign used,26
2502,2502,Hyundai,Sonata,2007.0,216438.0,"C45, Lagos",Automatic,Registered,0,1466000,Nigerian used,47
2503,2503,Peugeot,301,2013.0,101028.0,"C45, Onitsha",Automatic,Registered,0,1578000,Nigerian used,0
2504,2504,Honda,Accord,2003.0,221995.0,"C45, Abuja",Automatic,Registered,Blue,906000,Nigerian used,48
2505,2505,Ford,Focus,2012.0,82615.0,"C45, Lagos",Automatic,Registered,BLACK,1690000,Nigerian used,107
2506,2506,Toyota,Corolla,2005.0,165172.0,"C45, Abuja",Automatic,Registered,SILVER,2586000,Nigerian used,34
2507,2507,Toyota,Matrix,2005.0,122608.0,"C45, Kaduna",Automatic,Registered,Green,1466000,Nigerian used,22
2508,2508,Ford,Edge,2009.0,319761.0,"C45, ",Automatic,Registered,ASH,1802000,Nigerian used,24
2509,2509,Toyota,4Runner,2004.0,124887.0,"C45, Lagos",Automatic,Registered,0,1578000,Nigerian used,17
2510,2510,Toyota,Sienna,1999.0,110841.0,"C45, Ilorin",Automatic,Imported,0,2026000,Foreign used,20
2511,2511,Ford,Edge,2007.0,178343.0,"C45, ",Automatic,Registered,BLACK,1690000,Nigerian used,24
2512,2512,Honda,Civic,2007.0,177237.0,"C45, Lagos",Manual,Registered,GREY,738000,Nigerian used,44
2513,2513,Toyota,Sienna,2011.0,128270.0,"C45, Lagos",Automatic,Registered,GOLD,2754000,Nigerian used,20
2514,2514,Honda,Pilot,2004.0,156625.0,"C45, Ibadan",Automatic,Registered,0,1354000,Nigerian used,23
2515,2515,Chevrolet,Avalanche,2004.0,225229.0,"C45, Abuja",Automatic,Registered,Grey,2026000,Nigerian used,17
2516,2516,Acura,Mdx,2007.0,154168.0,"C45, Port",Automatic,Registered,BLACK,2250000,Nigerian used,22
