,Make,Model,Engine Type,Transmission,Drive Type,Combined MPG,Total Seating,Fuel Tank Capacity,Fuel Type,Base Engine Size,Horsepower,Torque,Turning Circle,Front Head Room,Front Hip Room,Front Leg Room,Front Shoulder Room,Rear Head Room,Rear Hip Room,Rear Leg Room,Rear Shoulder Room,"Cargo Capacity, All Seats In Place",Curb Weight,EPA Interior Volume,Length,Overall Width Without Mirrors,Wheel Base
1509,Ford,Explorer,Gas,10-speed shiftable automatic,All wheel drive,23,6,17.9,Regular unleaded,2.3,300,0,0,40.7,59.2,43.0,61.8,40.5,59.1,39.0,0,18.2,0,0,198.8,78.9,119.1
1510,Audi,Q7,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,16.2,Regular unleaded,2.5,188,180,36.1,39.2,54.7,43.8,58.2,36.9,54.5,35.2,57.1,15.4,3207,0,192.9,72.9,111.2
1511,Toyota,Avalon,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1512,Lexus,Rx,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
1513,Honda,Jazz,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
1514,Lexus,Gx,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
1515,Peugeot,306,Gas,9-speed shiftable automatic,Front wheel drive,23,8,19.5,Regular unleaded,3.5,280,262,39.4,39.5,59.1,40.9,62.0,39.9,57.3,38.4,62.0,16.5,4041,168.2,196.5,78.6,111.0
1516,Mercedes-Benz,C230,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
1517,Volkswagen,Passat,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
1518,Land,Discovery,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
1519,Mercedes-Benz,GLK,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
1520,Nissan,Altima,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,16.2,Regular unleaded,2.5,188,180,36.1,39.2,54.7,43.8,58.2,36.9,54.5,35.2,57.1,15.4,3207,0,192.9,72.9,111.2
1521,Lexus,Es,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
1522,Honda,Accord,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,14.8,Regular unleaded,1.5,192,192,38.1,37.5,55.3,42.3,58.3,37.2,55.0,40.4,56.5,16.7,3217,0,192.2,73.3,111.4
1523,BMW,3,Gas,8-speed shiftable automatic,Rear wheel drive,30,5,15.6,Premium unleaded (required),2.0,255,294,37.4,0,0,42.0,56.0,0,0,35.2,54.6,13.0,0,0,185.7,71.9,112.2
1524,Jeep,Wrangler,Gas,8-speed automatic,Four wheel drive,21,5,24.6,Regular unleaded,3.6,293,260,37.1,39.9,57.0,40.3,58.7,39.2,56.2,38.6,58.0,36.3,4746,140.5,189.8,76.5,114.8
1525,Nissan,Maxima,Gas,Continuously variable-speed automatic,Front wheel drive,24,5,18.0,Premium unleaded (recommended),3.5,300,261,38.1,39.4,54.2,45.0,56.7,36.7,53.5,34.2,55.7,14.3,3612,112.8,192.8,73.2,109.3
1526,Land,Range,Gas,8-speed shiftable automatic,Four wheel drive,16,5,27.6,Premium unleaded (recommended),5.0,575,516,40.7,0,0,0,0,0,0,0,0,27.5,0,0,0,0,115.1
1527,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1528,Toyota,Tundra,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1529,Suzuki,Vitara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,Kia,Cerato,Gas,8-speed automatic,Front wheel drive,26,7,17.7,Regular unleaded,2.5,191,181,37.9,40.3,55.6,41.4,59.1,39.1,55.1,41.7,58.1,12.6,3794,121.3,189.0,74.8,110.8
1531,Land,Discovery,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
1532,Mercedes-Benz,C250,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
1533,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1534,Ford,Edge,Flex-fuel (ffv),10-speed shiftable automatic,Four wheel drive,20,6,26.0,Flex-fuel (unleaded/e85),3.3,290,265,47.8,40.8,62.5,43.9,66.7,40.4,62.6,43.6,66.0,0,0,0,231.7,79.9,145.4
1535,Toyota,Corolla,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,13.2,Regular unleaded,1.8,139,126,35.6,38.3,53.9,42.0,54.0,37.1,51.3,34.8,51.7,13.1,2910,101.7,182.3,70.1,106.3
1536,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1537,Toyota,Corolla,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,13.2,Regular unleaded,1.8,139,126,35.6,38.3,53.9,42.0,54.0,37.1,51.3,34.8,51.7,13.1,2910,101.7,182.3,70.1,106.3
1538,Toyota,Rav4,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1539,Toyota,Highlander,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1540,Honda,Accord,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,14.8,Regular unleaded,1.5,192,192,38.1,37.5,55.3,42.3,58.3,37.2,55.0,40.4,56.5,16.7,3217,0,192.2,73.3,111.4
1541,Ford,Freestyle,Flex-fuel (ffv),10-speed shiftable automatic,Four wheel drive,20,6,26.0,Flex-fuel (unleaded/e85),3.3,290,265,47.8,40.8,62.5,43.9,66.7,40.4,62.6,43.6,66.0,0,0,0,231.7,79.9,145.4
1542,Honda,Accord,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,14.8,Regular unleaded,1.5,192,192,38.1,37.5,55.3,42.3,58.3,37.2,55.0,40.4,56.5,16.7,3217,0,192.2,73.3,111.4
1543,Hyundai,Sonata,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
1544,Mercedes-Benz,C320,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
1545,Lexus,Es,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
1546,Mercedes-Benz,GL450,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
1547,Hyundai,Sonata,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
1548,Mercedes-Benz,GLK,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
1549,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1550,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1551,Toyota,Sienna,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1552,Toyota,Sienna,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1553,Toyota,Highlander,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1554,Toyota,Solara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1555,Toyota,Matrix,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1556,Volkswagen,Rabbit,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
1557,Lexus,Gs,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
1558,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1559,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1560,Toyota,Sienna,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1561,Ford,F-150,Flex-fuel (ffv),10-speed shiftable automatic,Four wheel drive,20,6,26.0,Flex-fuel (unleaded/e85),3.3,290,265,47.8,40.8,62.5,43.9,66.7,40.4,62.6,43.6,66.0,0,0,0,231.7,79.9,145.4
1562,Toyota,Tundra,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1563,Lexus,Gx,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
1564,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1565,Mercedes-Benz,Ml350,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
1566,Toyota,Highlander,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1567,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1568,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1569,Audi,Q7,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,16.2,Regular unleaded,2.5,188,180,36.1,39.2,54.7,43.8,58.2,36.9,54.5,35.2,57.1,15.4,3207,0,192.9,72.9,111.2
1570,BMW,X5,Hybrid,8-speed shiftable automatic,All wheel drive,23,5,21.9,Premium unleaded (required),3.0,335,331,41.4,0,0,39.4,60.0,0,0,37.4,58.1,33.9,0,0,194.3,78.9,117.1
1571,Ford,Edge,Flex-fuel (ffv),10-speed shiftable automatic,Four wheel drive,20,6,26.0,Flex-fuel (unleaded/e85),3.3,290,265,47.8,40.8,62.5,43.9,66.7,40.4,62.6,43.6,66.0,0,0,0,231.7,79.9,145.4
1572,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1573,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1574,Toyota,Highlander,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1575,Ford,Explorer,Gas,10-speed shiftable automatic,All wheel drive,23,6,17.9,Regular unleaded,2.3,300,0,0,40.7,59.2,43.0,61.8,40.5,59.1,39.0,0,18.2,0,0,198.8,78.9,119.1
1576,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1577,Mercedes-Benz,C300,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
1578,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1579,Mazda,6,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
1580,Ford,Edge,Flex-fuel (ffv),10-speed shiftable automatic,Four wheel drive,20,6,26.0,Flex-fuel (unleaded/e85),3.3,290,265,47.8,40.8,62.5,43.9,66.7,40.4,62.6,43.6,66.0,0,0,0,231.7,79.9,145.4
1581,Jeep,Wrangler,Gas,8-speed automatic,Four wheel drive,21,5,24.6,Regular unleaded,3.6,293,260,37.1,39.9,57.0,40.3,58.7,39.2,56.2,38.6,58.0,36.3,4746,140.5,189.8,76.5,114.8
1582,Toyota,Corolla,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,13.2,Regular unleaded,1.8,139,126,35.6,38.3,53.9,42.0,54.0,37.1,51.3,34.8,51.7,13.1,2910,101.7,182.3,70.1,106.3
1583,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1584,Ford,Transit,Flex-fuel (ffv),10-speed shiftable automatic,Four wheel drive,20,6,26.0,Flex-fuel (unleaded/e85),3.3,290,265,47.8,40.8,62.5,43.9,66.7,40.4,62.6,43.6,66.0,0,0,0,231.7,79.9,145.4
1585,Honda,Accord,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,14.8,Regular unleaded,1.5,192,192,38.1,37.5,55.3,42.3,58.3,37.2,55.0,40.4,56.5,16.7,3217,0,192.2,73.3,111.4
1586,Lexus,Es,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
1587,Honda,Pilot,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
1588,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1589,Peugeot,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1591,Volvo,Xc70,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
1592,Toyota,Corolla,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,13.2,Regular unleaded,1.8,139,126,35.6,38.3,53.9,42.0,54.0,37.1,51.3,34.8,51.7,13.1,2910,101.7,182.3,70.1,106.3
1593,Toyota,Corolla,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,13.2,Regular unleaded,1.8,139,126,35.6,38.3,53.9,42.0,54.0,37.1,51.3,34.8,51.7,13.1,2910,101.7,182.3,70.1,106.3
1594,Honda,Cr-V,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
1595,Nissan,Maxima,Gas,Continuously variable-speed automatic,Front wheel drive,24,5,18.0,Premium unleaded (recommended),3.5,300,261,38.1,39.4,54.2,45.0,56.7,36.7,53.5,34.2,55.7,14.3,3612,112.8,192.8,73.2,109.3
1596,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1597,Lexus,Gs,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
1598,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1599,Lexus,Gx,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
1600,Ford,Transit,Flex-fuel (ffv),10-speed shiftable automatic,Four wheel drive,20,6,26.0,Flex-fuel (unleaded/e85),3.3,290,265,47.8,40.8,62.5,43.9,66.7,40.4,62.6,43.6,66.0,0,0,0,231.7,79.9,145.4
1601,Honda,Pilot,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
1602,Toyota,Auris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,Peugeot,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,Toyota,Sienna,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1605,Suzuki,Sx4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,Toyota,Corolla,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,13.2,Regular unleaded,1.8,139,126,35.6,38.3,53.9,42.0,54.0,37.1,51.3,34.8,51.7,13.1,2910,101.7,182.3,70.1,106.3
1607,Pontiac,Vibe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,Honda,CR-V,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
1609,Nissan,Pathfinder,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.5,Regular unleaded,2.5,181,181,35.4,41.1,54.1,41.5,57.1,39.2,53.4,38.5,55.9,31.6,3371,137.0,183.0,72.4,106.5
1610,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1611,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1612,Honda,Accord,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,14.8,Regular unleaded,1.5,192,192,38.1,37.5,55.3,42.3,58.3,37.2,55.0,40.4,56.5,16.7,3217,0,192.2,73.3,111.4
1613,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1614,Toyota,Sienna,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1615,Mitsubishi,Pajero,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
1616,Mazda,Premacy,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
1617,Toyota,Sienna,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1618,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1619,Toyota,Sienna,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1620,Honda,Civic,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
1621,Honda,Accord,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,14.8,Regular unleaded,1.5,192,192,38.1,37.5,55.3,42.3,58.3,37.2,55.0,40.4,56.5,16.7,3217,0,192.2,73.3,111.4
1622,Nissan,Sentra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,Honda,Civic,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
1624,Ford,Edge,Flex-fuel (ffv),10-speed shiftable automatic,Four wheel drive,20,6,26.0,Flex-fuel (unleaded/e85),3.3,290,265,47.8,40.8,62.5,43.9,66.7,40.4,62.6,43.6,66.0,0,0,0,231.7,79.9,145.4
1625,Toyota,Sienna,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
1626,Opel,Signum,Gas,6-speed shiftable automatic,Front wheel drive,29,5,18.5,Regular unleaded,2.4,185,178,35.8,39.8,56.0,45.5,58.1,37.8,56.0,35.6,56.4,15.9,3230,120.7,191.1,73.2,110.4
1627,Kia,Rio,Gas,Continuously variable-speed automatic,Front wheel drive,36,5,11.9,Regular unleaded,1.6,120,112,33.5,38.9,52.9,42.1,54.1,37.4,52.4,33.5,53.3,13.7,2767,103.6,172.6,67.9,101.6
