,Make,Model,Year,Mileage (KM),Location,Transmission,Selling Condition,Colour,Price,Used Location
961,Mercedes,ML,2001,275242,"C45, Onitsha",Automatic,Registered,Red,2474000,Nigerian used
962,Toyota,Corolla,2013,113585,"C45, Port",Automatic,Registered,Black,2810000,Nigerian used
963,Honda,Cr-V,1998,311431,"C45, ",Manual,Registered,Red,570000,Nigerian used
964,Nissan,Rogue,2013,66704,"C45, Port",Automatic,Registered,BLACK,1000000,Nigerian used
965,Toyota,Rav4,1999,249734,"C45, Lagos",Automatic,Registered,GREEN,794000,Nigerian used
966,Toyota,Matrix,2006,299999,"C45, Kaduna",Automatic,Registered,BLACK,1186000,Nigerian used
967,Toyota,Corolla,2006,116856,"C45, Ilorin",Automatic,Registered,0,1690000,Nigerian used
968,Toyota,Tundra,2008,334038,"C45, Benin",Automatic,Imported,0,5834000,Foreign used
969,Lexus,Rx,1999,91408,"C45, Onitsha",Automatic,Registered,White,1300000,Nigerian used
970,Toyota,Avalon,2005,94806,"C45, Lagos",Automatic,Registered,WHITE,3034000,Nigerian used
971,Hyundai,Sonata,2014,38581,"C45, Lagos",Automatic,Registered,0,3370000,Nigerian used
972,Mercedes-Benz,GL450,2007,136056,"C45, Port",Automatic,Registered,Gold,2474000,Nigerian used
973,Land,Range,2006,82891,"C45, Lagos",Automatic,Registered,Orange,5386000,Nigerian used
974,Mercedes-Benz,GLK,2010,102793,"C45, Lagos",Automatic,Registered,BLACK,6282000,Nigerian used
975,Dodge,Caliber,2007,262385,"C45, Abuja",Manual,Registered,Black,962000,Nigerian used
976,Kia,Rio,2020,5800,"C45, Lagos",Automatic,Registered,RED,4490000,Nigerian used
977,BMW,X5,2011,186822,"C45, Lagos",Automatic,Registered,RED,8074000,Nigerian used
978,Honda,Accord,2003,296056,"C45, ",Automatic,Registered,SILVER,883600,Nigerian used
979,Honda,Cr-V,2007,74436,"C45, Lagos",Automatic,Registered,WINE,1970000,Nigerian used
980,Mitsubishi,Outlander,2006,83724,"C45, Lagos",Automatic,Imported,RED,2026000,Foreign used
981,Toyota,Camry,2007,97852,"C45, Lagos",Automatic,Registered,0,2418000,Nigerian used
982,Mazda,626,2000,157027,"C45, Abuja",Manual,Imported,GREEN,1522000,Foreign used
983,Toyota,Camry,2002,287628,"C45, Lagos",Automatic,Registered,0,1354000,Nigerian used
984,Hyundai,Santa,2015,19034,"C45, Lagos",Automatic,Registered,0,8410000,Nigerian used
985,Buick,Lacrosse,2012,74761,"C45, Lagos",Automatic,Registered,0,5050000,Nigerian used
986,Toyota,Camry,2019,6575,"C45, Lagos",Automatic,Registered,RED,9754000,Nigerian used
987,Lexus,Es,2008,91678,"C45, Port",Automatic,Imported,GREY,4154000,Foreign used
988,Mazda,3,2007,209606,"C45, Lagos",Manual,Imported,Green,1690000,Foreign used
989,Honda,Accord,2006,106879,"C45, Kaduna",Automatic,Registered,RED,1354000,Nigerian used
990,Lexus,Rx,2000,242193,"C45, Port",Automatic,Registered,White,1802000,Nigerian used
991,Toyota,Corolla,2012,105536,"C45, Port",Manual,Imported,GREY,4154000,Foreign used
992,Ford,Escape,2008,135252,"C45, Port",Automatic,Registered,GREY,906000,Nigerian used
993,Lexus,Es,2008,180684,"C45, Lagos",Automatic,Registered,black,3146000,Nigerian used
994,Toyota,Camry,2004,107222,"C45, Ibadan",Automatic,Imported,0,2082000,Foreign used
995,Toyota,Camry,2017,20873,"C45, Abuja",Automatic,Registered,BLUE,7290000,Nigerian used
996,Toyota,Camry,2003,328916,"C45, Kaduna",Automatic,Registered,SILVER,1578000,Nigerian used
997,Honda,Accord,2005,232654,"C45, Kaduna",Automatic,Registered,silver,1130000,Nigerian used
998,Nissan,Primera,2002,202124,"C45, Akure",Manual,Imported,0,1130000,Foreign used
999,Toyota,Corolla,2009,174579,"C45, Port",Automatic,Imported,Black,4042000,Foreign used
1000,Volvo,Xc90,2005,134799,"C45, Port",Automatic,Registered,Silver,1130000,Nigerian used
1001,Toyota,Solara,2006,75541,"C45, Benin",Automatic,Registered,0,850000,Nigerian used
1002,Toyota,Matrix,2006,99999,"C45, Kaduna",Automatic,Registered,SILVER,1466000,Nigerian used
1003,Ford,Explorer,2014,152486,"C45, Port",Automatic,Registered,0,7850000,Nigerian used
1004,Toyota,Corolla,2006,178385,"C45, Ibadan",Manual,Registered,BLUE,1106086,Nigerian used
1005,Hyundai,Santa,2008,107366,"C45, Lagos",Automatic,Registered,GREY,2474000,Nigerian used
1006,Kia,Rio,2014,121375,"C45, Port",Automatic,Registered,Black,2250000,Nigerian used
1007,Toyota,Highlander,2004,92157,"C45, ",Automatic,Registered,Grey,1690000,Nigerian used
1008,Honda,Accord,2006,133998,"C45, Port",Automatic,Registered,0,1242000,Nigerian used
1009,Toyota,Camry,2012,57143,"C45, Lagos",Automatic,Imported,Grey,4546000,Foreign used
1010,Honda,Accord,2014,127661,"C45, Lagos",Automatic,Registered,Black,5610000,Nigerian used
1011,Mercedes-Benz,C200,2000,0,"C45, Port",Automatic,Registered,BLACK,794000,Nigerian used
1012,Honda,Odyssey,2007,169625,"C45, Lagos",Automatic,Registered,GREEN,1802000,Nigerian used
1013,Toyota,Sienna,2006,168731,"C45, Lagos",Automatic,Registered,0,1914000,Nigerian used
1014,Toyota,Camry,2018,17571,"C45, Abuja",Automatic,Registered,BLACK,10426000,Nigerian used
1015,Toyota,Sienna,2007,102749,"C45, Lagos",Automatic,Registered,BLUE,3146000,Nigerian used
1016,Toyota,Camry,2004,207428,"C45, Lagos",Automatic,Registered,BLACK,1578000,Nigerian used
1017,Kia,Sportage,2012,48042,"C45, Abuja",Automatic,Registered,Red,2474000,Nigerian used
1018,Honda,Accord,2014,45877,"C45, Lagos",Automatic,Registered,White,5610000,Nigerian used
1019,Volkswagen,Rabbit,2008,83287,"C45, Abuja",Automatic,Registered,SILVER,1690000,Nigerian used
1020,Toyota,Solara,2008,123749,"C45, Lagos",Automatic,Registered,RED,1186000,Nigerian used
1021,Toyota,Venza,2009,187497,"C45, Lagos",Automatic,Registered,BROWN,4490000,Nigerian used
1022,Lexus,Is,2010,138024,"C45, Lagos",Automatic,Imported,0,5834000,Foreign used
1023,Chevrolet,REZZO,2003,133198,"C45, Lagos",Automatic,Imported,BLUE,1802000,Foreign used
1024,Toyota,Camry,2007,92331,"C45, Lagos",Automatic,Registered,0,2810000,Nigerian used
1025,Hyundai,Sonata,2009,265279,"C45, Onitsha",Automatic,Imported,Black,2650000,Foreign used
1026,Toyota,Camry,2002,249606,"C45, Lagos",Automatic,Registered,SILVER,1354000,Nigerian used
1027,Toyota,Matrix,2007,89391,"C45, ",Automatic,Imported,BLACK,2810000,Foreign used
1028,Toyota,Camry,2004,194621,"C45, Ibadan",Automatic,Registered,0,1578000,Nigerian used
1029,Toyota,Corolla,2013,96347,"C45, Port",Automatic,Registered,Black,2866000,Nigerian used
1030,Hyundai,Elantra,2004,256932,"C45, Lagos",Automatic,Registered,BLACK,932500,Nigerian used
1031,Toyota,Venza,2011,148334,"C45, Abuja",Automatic,Registered,Grey,5162000,Nigerian used
1032,Mercedes-Benz,C,2005,0,"C45-Express,, ",0,0.0,0.0,1550000,Nigerian used
1033,Toyota,Corolla,2005,0,"C45-Express,, ",0,0.0,0.0,2450000,Foreign used
1034,Hyundai,Sonata,2011,52252,"C45, Lagos",Automatic,Registered,0,2362000,Nigerian used
1035,Mercedes-Benz,Gl550,2008,52918,"C45, Lagos",Automatic,Registered,BLACK,5050000,Nigerian used
1036,Kia,Sorento,2011,181197,"C45, Ibadan",Automatic,Registered,GREY,2202170,Nigerian used
1037,Lexus,Lx,2007,245546,"C45, Port",Automatic,Registered,Black,1690000,Nigerian used
1038,Kia,Sedona,2006,107965,"C45, Lagos",Automatic,Registered,BLUE,1690000,Nigerian used
1039,Mercedes-Benz,E300,2017,43774,"C45, Lagos",Automatic,Imported,WHITE,23754000,Foreign used
1040,Ford,Focus,2003,208524,"C45, Lagos",Manual,Registered,Blue,906000,Nigerian used
1041,Mercedes-Benz,C320,2001,256781,"C45, Abuja",Automatic,Registered,SILVER,794000,Nigerian used
1042,Toyota,Camry,1998,0,"C45, Port",Automatic,Registered,GREY,794000,Nigerian used
1043,Mercedes-Benz,E350,2006,86233,"C45, Port",Automatic,Registered,Blue,2026000,Nigerian used
1044,Toyota,Corolla,2003,299999,"C45, Abuja",Automatic,Registered,GREEN,1690000,Nigerian used
1045,Toyota,Venza,2013,67505,"C45, ",Automatic,Imported,BLACK,8074000,Foreign used
1046,Porsche,Cayenne,2005,0,"C45, ",Automatic,Registered,Blue,2810000,Nigerian used
1047,Lexus,Es,2004,243959,"C45, Port",Automatic,Registered,0,2250000,Nigerian used
1048,Mazda,Cx-9,2007,131581,"C45, Ibadan",Automatic,Imported,0,3188720,Foreign used
1049,Mazda,Cx-9,2008,121752,"C45, Akure",Automatic,Imported,0,2642000,Foreign used
1050,Hyundai,Santamo,1999,236342,"C45, Lagos",Manual,Registered,0,682000,Nigerian used
1051,Infiniti,Qx,1998,212718,"C45, Port",Automatic,Registered,Black,1130000,Nigerian used
1052,Lexus,Gs,2006,169675,"C45, Lagos",Automatic,Imported,0,3146000,Foreign used
1053,Hyundai,Veloster,2013,128340,"C45, Port",Automatic,Registered,0,3930000,Nigerian used
1054,Volkswagen,Golf,1999,140434,"C45, Benin",Manual,Registered,0,626000,Nigerian used
1055,Nissan,Pathfinder,2006,323537,"C45, Ibadan",Automatic,Registered,Black,1320400,Nigerian used
1056,Toyota,4Runner,2004,139118,"C45, Lagos",Automatic,Registered,GREY,1746000,Nigerian used
1057,Nissan,Sentra,2013,59567,"C45, Lagos",Automatic,Registered,GREY,1914000,Nigerian used
1058,Toyota,Corolla,2010,54235,"C45, Lagos",Automatic,Imported,Red,4154000,Foreign used
1059,Lexus,Rx,2012,103350,"C45, Abuja",Automatic,Registered,SILVER,7066000,Nigerian used
1060,Ford,Edge,2007,215034,"C45, Lagos",Automatic,Imported,CREAM,3594000,Foreign used
1061,Ford,Explorer,2011,93798,"C45, Abuja",Automatic,Registered,Black,3930000,Nigerian used
1062,Lexus,Rx,2006,222062,"C45, Onitsha",Automatic,Registered,Black,3706000,Nigerian used
1063,Honda,Odyssey,2014,72390,"C45, Port",Automatic,Registered,0,6730000,Nigerian used
1064,Lexus,Is,2006,172691,"C45, Port",Automatic,Registered,Green,2138000,Nigerian used
1065,Honda,Accord,2009,111209,"C45, Port",Automatic,Registered,GREY,1690000,Nigerian used
1066,Nissan,Pathfinder,2005,177661,"C45, Port",Automatic,Imported,0,1690000,Foreign used
1067,Toyota,Corolla,2008,178658,"C45, Lagos",Automatic,Registered,0,1970000,Nigerian used
1068,Toyota,Matrix,2007,209167,"C45, Port",Automatic,Imported,BLUE,2754000,Foreign used
1069,Renault,Duster,2014,82123,"C45, Lagos",Automatic,Registered,0,1690000,Nigerian used
1070,Toyota,Highlander,2004,214995,"C45, Lagos",Automatic,Registered,BLUE,2698000,Nigerian used
1071,Honda,Accord,2010,64909,"C45, Lagos",Automatic,Registered,0,2250000,Nigerian used
1072,Toyota,Rav4,2008,83279,"C45, ",Automatic,Registered,RED,3216250,Nigerian used
1073,Toyota,Highlander,2008,335343,"C45, Abuja",Automatic,Registered,BLACK,5162000,Nigerian used
1074,Toyota,Avensis,2007,181851,"C45, Lagos",Automatic,Registered,WHITE,1466000,Nigerian used
1075,Toyota,Corolla,2003,111372,"C45, Port",Automatic,Registered,Blue,2026000,Nigerian used
1076,Toyota,Corolla,2008,120024,"C45, Lagos",Manual,Registered,0,1466000,Nigerian used
1077,Mercedes-Benz,GL450,2009,83432,"C45, Onitsha",Automatic,Registered,Silver,4154000,Nigerian used
1078,Hyundai,Tucson,2009,159945,"C45, Port",Automatic,Registered,BLUE,1690000,Nigerian used
1079,Hyundai,I10,2015,96875,"C45, Lagos",Automatic,Registered,Grey,2138000,Nigerian used
1080,Mercedes-Benz,E550,2010,132304,"C45, Port",Automatic,Registered,Black,5050000,Nigerian used
1081,Toyota,Solara,2004,216895,"C45, Port",Automatic,Registered,0,1018000,Nigerian used
1082,Toyota,Camry,2010,141311,"C45, Port",Automatic,Imported,SILVER,3930000,Foreign used
1083,Toyota,Sienna,2005,164461,"C45, Lagos",Automatic,Imported,0,2810000,Foreign used
1084,Nissan,Almera,2003,120512,"C45, Lagos",Manual,Registered,0,906000,Nigerian used
1085,Toyota,Camry,2015,86280,"C45, Abuja",Automatic,Registered,black,5162000,Nigerian used
1086,Toyota,Camry,2010,186515,"C45, Lagos",Automatic,Imported,GREY,3818000,Foreign used
1087,Honda,Pilot,2011,0,"C45, ",Automatic,Registered,0,2642000,Nigerian used
1088,Toyota,Verso,2007,0,"C45-Express,, ",0,0.0,0.0,2000000,Nigerian used
1089,Toyota,Corolla,2006,125482,"C45, Lagos",Automatic,Imported,RED,2250000,Foreign used
1090,Toyota,Corolla,2004,185416,"C45, Benin",Automatic,Registered,0,1186000,Nigerian used
1091,Hyundai,Ix35,2011,79709,"C45, Lagos",Automatic,Registered,0,2698000,Nigerian used
1092,Honda,Accord,2014,96759,"C45, Lagos",Automatic,Imported,GREY,4154000,Foreign used
1093,Toyota,4Runner,2003,199322,"C45, Lagos",Automatic,Registered,SILVER,1802000,Nigerian used
1094,Lexus,Rx,2002,80580,"C45, Benin",Automatic,Registered,0,1578000,Nigerian used
1095,Toyota,Camry,2000,782339,"C45, Onitsha",Automatic,Registered,Silver,1018000,Nigerian used
1096,Toyota,Camry,2009,83139,"C45, Lagos",Automatic,Registered,black,2474000,
1097,Ford,Explorer,2014,72039,"C45, Lagos",Automatic,Imported,GREY,5946000,
1098,Toyota,Hilux,2008,185889,"C45, Lagos",Manual,Registered,WHITE,4266000,Nigerian used
1099,Mercedes-Benz,GL450,2007,153476,"C45, Port",Automatic,Registered,0,7850000,Nigerian used
1100,Mercedes-Benz,C,2001,0,"C45, Asaba",Automatic,Registered,GREY,1466000,Nigerian used
1101,Lexus,Rx,2011,185228,"C45, Lagos",Automatic,Registered,BLUE,11210000,Nigerian used
1102,Nissan,Xterra,2006,166299,"C45, Lagos",Automatic,Registered,BLACK,1130000,Nigerian used
1103,Toyota,Corolla,2003,218877,"C45, Ilorin",Automatic,Registered,0,1746000,Nigerian used
1104,Nissan,Primera,2002,111704,"C45, Lagos",Manual,Registered,Gold,861200,Nigerian used
1105,Toyota,Camry,2007,101277,"C45, Port",Automatic,Registered,0,1690000,Nigerian used
1106,Peugeot,307,2004,212056,"C45, Abuja",Manual,Registered,Silver,1410000,Nigerian used
1107,Mercedes-Benz,Ml320,2001,122264,"C45, Benin",Automatic,Registered,Blue,1074000,Nigerian used
1108,Hyundai,Elantra,2013,108531,"C45, ",Automatic,Registered,GREY,2810000,Nigerian used
1109,Toyota,Avalon,2007,86147,"C45, Lagos",Automatic,Imported,0,2362000,Foreign used
1110,Lexus,Rx,2007,97795,"C45, Lagos",Automatic,Imported,SILVER,4490000,Foreign used
1111,Ford,Explorer,2011,132930,"C45, Ibadan",Automatic,Imported,0,5946000,Foreign used
1112,Toyota,Matrix,2009,118596,"C45, Lagos",Automatic,Registered,BLUE,2698000,Nigerian used
1113,Nissan,Pathfinder,2002,167410,"C45, Lagos",Automatic,Registered,0,794000,Nigerian used
1114,Nissan,Xterra,2004,184194,"C45, Lagos",Automatic,Registered,GREY,738000,Nigerian used
1115,Toyota,Fj,2007,89455,"C45, Onitsha",Automatic,Registered,Blue,5050000,Nigerian used
1116,Mercedes-Benz,C240,2004,142487,"C45, Port",Automatic,Registered,Silver,906000,Nigerian used
1117,Toyota,Yaris,2007,114550,"C45, Benin",Manual,Registered,0,1074000,Nigerian used
1118,Toyota,Camry,2007,156479,"C45, Abuja",Automatic,Registered,RED,2474000,Nigerian used
1119,Toyota,Highlander,2002,131960,"C45, Abuja",Automatic,Registered,Silver,1802000,Nigerian used
1120,Lexus,Rx,2004,292570,"C45, Onitsha",Automatic,Registered,Purple,3594000,Nigerian used
1121,Toyota,Sienna,2004,78472,"C45, Port",Automatic,Registered,RED,1690000,Nigerian used
1122,Honda,Accord,2003,169945,"C45, Kaduna",Automatic,Registered,silver,906000,Nigerian used
1123,Mercedes-Benz,C300,2008,194912,"C45, Ibadan",Automatic,Registered,BLACK,3370000,Nigerian used
1124,Honda,Accord,2010,46136,"C45, Abuja",Automatic,Registered,Silver,2474000,Nigerian used
1125,Mazda,626,1996,293913,"C45, Lagos",Automatic,Registered,BLUE,402000,Nigerian used
1126,Toyota,Camry,2007,75888,"C45, Lagos",Automatic,Registered,SILVER,1802000,Nigerian used
1127,Mercedes-Benz,E350,2011,110436,"C45, Port",Triptonic,Imported,Black,6170000,Foreign used
1128,Land,Lr3,2005,97332,"C45, Asaba",Automatic,Registered,RED,1919500,Nigerian used
1129,Chevrolet,Optra,2009,134080,"C45, Kaduna",Automatic,Registered,BLACK,850000,Nigerian used
1130,Toyota,Avensis,2006,168447,"C45, Ibadan",Manual,Imported,0,1802000,Foreign used
1131,Lexus,Rx,2007,146929,"C45, Ibadan",Automatic,Registered,0,4042000,Nigerian used
1132,Honda,Accord,1998,150803,"C45, Ilorin",Automatic,Registered,0,682000,Nigerian used
1133,Toyota,Sienna,2004,198548,"C45, ",Automatic,Registered,Blue,1242000,Nigerian used
1134,Toyota,Sienna,2009,84785,"C45, Port",Automatic,Registered,SILVER,1914000,Nigerian used
1135,Toyota,Venza,2013,104350,"C45, Port",Automatic,Registered,Black,4602000,Nigerian used
1136,Toyota,Sienna,2011,124042,"C45, Lagos",Automatic,Registered,GREEN,4266000,Nigerian used
1137,Toyota,Highlander,2006,0,"C45-Express,, ",0,0.0,0.0,2000000,Nigerian used
1138,Toyota,Corolla,2017,0,"C45-Express,, ",0,0.0,0.0,6800000,Foreign used
1139,Toyota,Highlander,2012,38411,"C45, Lagos",Automatic,Registered,0,11210000,Nigerian used
1140,Mercedes-Benz,C200,2008,72811,"C45, Lagos",Automatic,Registered,0,1466000,Nigerian used
1141,Lexus,Rx,2008,182680,"C45, Lagos",Automatic,Registered,WINE,2586000,Nigerian used
1142,Mercedes-Benz,C250,2012,145284,"C45, Kaduna",Automatic,Imported,Silver,6730000,Foreign used
1143,Honda,City,2006,155890,"C45, Port",Automatic,Registered,Grey,1130000,Nigerian used
1144,Hyundai,Tucson,2019,20421,"C45, Lagos",Automatic,Registered,0,11210000,Nigerian used
1145,Mercedes-Benz,C350,2008,121195,"C45, Port",Automatic,Registered,BLACK,3146000,Nigerian used
1146,Peugeot,406,2003,172268,"C45, Kaduna",Automatic,Registered,Black,1466000,Nigerian used
1147,Mercedes-Benz,C200,2005,333452,"C45, ",Automatic,Imported,BLACK,2586000,Foreign used
1148,Toyota,Camry,1997,254441,"C45, Port",Automatic,Registered,0,682000,Nigerian used
1149,Toyota,Fj,2007,98405,"C45, Port",Automatic,Registered,Grey,3930000,Nigerian used
1150,Toyota,Camry,2004,141859,"C45, Lagos",Automatic,Registered,0,1354000,Nigerian used
1151,Toyota,Corolla,2017,14372,"C45, Lagos",Automatic,Imported,0,6506000,Foreign used
1152,Mercedes-Benz,C250,2014,57309,"C45, Ibadan",Automatic,Imported,BLACK,6730000,Foreign used
1153,Honda,Civic,2001,300902,"C45, Kaduna",Automatic,Registered,0,682000,Nigerian used
1154,Toyota,Corolla,2005,167911,"C45, Lagos",Automatic,Registered,Grey,1578000,Nigerian used
1155,BMW,5,2008,163194,"C45, Benin",Automatic,Imported,GREY,4266000,Foreign used
1156,Toyota,Camry,2008,206798,"C45, Lagos",Automatic,Registered,SLIVER,1018000,Nigerian used
1157,Toyota,Camry,2004,178991,"C45, Lagos",Automatic,Registered,gold,1690000,Nigerian used
1158,Lexus,Is,2006,0,"C45-Express,, ",0,0.0,0.0,2698000,
1159,Honda,Accord,2001,159936,"C45, Port",Automatic,Registered,Silver,536400,Nigerian used
1160,Peugeot,206,2004,85141,"C45, Kaduna",Manual,Registered,BLUE,1410000,Nigerian used
1161,BMW,X5,2003,312824,"C45, Lagos",Automatic,Registered,SILVER,1186000,Nigerian used
1162,Land,Range,2011,127165,"C45, Lagos",Automatic,Imported,WHITE,9754000,Foreign used
1163,Kia,Rio,2014,41178,"C45, ",Automatic,Registered,0,2138000,Nigerian used
1164,Toyota,Camry,2012,115093,"C45, Lagos",Automatic,Registered,WHITE,3482000,Nigerian used
1165,Toyota,Camry,2007,136684,"C45, Port",Automatic,Registered,GREY,2138000,Nigerian used
1166,Lexus,Rx,2004,143021,"C45, Lagos",Automatic,Registered,BLUE,2586000,Nigerian used
1167,Honda,Jazz,2005,219653,"C45, Abuja",Manual,Registered,RED,1354000,Nigerian used
1168,Jeep,Compass,2007,0,"C45-Express,, ",0,0.0,0.0,2250000,
1169,Mercedes-Benz,E500,2004,55310,"C45, Kaduna",Automatic,Registered,Purple,1242000,Nigerian used
1170,Volkswagen,Transp,2005,312471,"C45, Lagos",Automatic,Registered,BLACK,1690000,Nigerian used
1171,Toyota,Camry,2001,271519,"C45, Benin",Automatic,Registered,0,850000,Nigerian used
1172,Toyota,Camry,2004,233081,"C45, Lagos",Automatic,Registered,BLUE,1410000,Nigerian used
1173,Kia,Sportage,2012,96089,"C45, Lagos",Automatic,Registered,0,4154000,Nigerian used
1174,Lexus,Rx,2000,144561,"C45, ",Automatic,Registered,0,1757200,Nigerian used
1175,Toyota,Venza,2010,139308,"C45, Lagos",Automatic,Registered,0,5050000,Nigerian used
1176,Lexus,Rx,2008,138387,"C45, ",Automatic,Registered,Grey,3034000,Nigerian used
1177,Honda,Accord,2015,64469,"C45, Lagos",Automatic,Registered,BLUE,5106000,Nigerian used
1178,Ford,Edge,2008,99323,"C45, Port",Automatic,Registered,0,1914000,Nigerian used
1179,Ford,Focus,1999,12678,"C45, Abuja",Manual,Imported,RED,1522000,Foreign used
1180,Volkswagen,Passat,2006,90171,"C45, Port",Automatic,Registered,BLUE,1018000,Nigerian used
1181,Lexus,Rx,2000,219213,"C45, Lagos",Automatic,Registered,SILVER,1466000,Nigerian used
1182,Lexus,GS,2007,143692,"C45, Port",Automatic,Registered,Black,2474000,Nigerian used
1183,Land,RANGE,2007,94428,"C45, Lagos",Automatic,Registered,0,2922000,Nigerian used
1184,Chevrolet,Trax,2015,44879,"C45, Lagos",Automatic,Imported,BLACK,5610000,Foreign used
1185,Kia,Soul,2011,172520,"C45, Lagos",Automatic,Imported,GREY,2922000,Foreign used
1186,Hyundai,Elantra,2011,77338,"C45, Ibadan",Automatic,Imported,0,3302800,Foreign used
1187,Mazda,Cx-7,2011,146586,"C45, Ibadan",Automatic,Imported,BLACK,4378000,Foreign used
1188,Toyota,Sienna,2004,104854,"C45, Port",Automatic,Registered,Grey,1466000,Nigerian used
1189,Mercedes-Benz,Ml350,2006,155453,"C45, Onitsha",Automatic,Registered,Brown,3000000,Nigerian used
1190,Ford,Focus,2001,347567,"C45, Abuja",Automatic,Registered,Blue,592400,Nigerian used
1191,Peugeot,307,2007,99152,"C45, Kaduna",Manual,Registered,WHITE,738000,Nigerian used
1192,Land,Range,2007,151210,"C45, Lagos",Automatic,Imported,Green,4490000,Foreign used
1193,Mercedes-Benz,VBoot,1991,999999,"C45, Kaduna",Manual,Registered,GRAY,458000,Nigerian used
1194,Ford,Edge,2008,151561,"C45, Ibadan",Automatic,Registered,0,2586000,Nigerian used
1195,Honda,City,2007,125809,"C45, Lagos",Manual,Registered,0,1018000,Nigerian used
1196,Honda,Accord,2004,99999,"C45, Kaduna",Automatic,Registered,maroon,850000,Nigerian used
1197,Lexus,Rx,2008,152386,"C45, Lagos",Automatic,Imported,SILVER,4490000,Foreign used
1198,Mercedes-Benz,GLK,2014,125206,"C45, ",Automatic,Registered,Blue,6842000,Nigerian used
1199,Dodge,Journey,2015,70139,"C45, Lagos",Automatic,Registered,Black,5050000,Nigerian used
1200,Lexus,Es,2007,73643,"C45, Ibadan",Automatic,Imported,0,4098000,Foreign used
1201,BMW,X1,2014,136590,"C45, ",Automatic,Imported,ORANGE,8410000,Foreign used
1202,Toyota,Sienna,2002,232320,"C45, Lagos",Automatic,Registered,BROWN,1354000,Nigerian used
1203,Toyota,Rav4,2017,65504,"C45, Ibadan",Automatic,Imported,0,10422811,Foreign used
1204,Peugeot,807,2004,742383,"C45, Kaduna",Automatic,Registered,Silver,1130000,Nigerian used
1205,Ssangyong,Rexton,2008,121282,"C45, Port",Automatic,Registered,Black,1130000,Nigerian used
1206,Land,Range,2008,65965,"C45, Lagos",Automatic,Registered,0,5050000,Nigerian used
1207,Toyota,Tundra,2007,148835,"C45, Abuja",Automatic,Registered,BLACK,7850000,Nigerian used
1208,Kia,Carens,2002,298445,"C45, Ilorin",Manual,Registered,0,491600,Nigerian used
1209,Toyota,Camry,2006,93616,"C45, ",Automatic,Registered,Grey,1634000,Nigerian used
1210,Mercedes-Benz,Ml350,2013,164059,"C45, Port",Automatic,Registered,White,12330000,Nigerian used
1211,Mercedes-Benz,C300,2011,109027,"C45, Abuja",Automatic,Imported,BLACK,4938000,Foreign used
1212,Lexus,Es,2003,164075,"C45, Port",Automatic,Imported,BLUE,1690000,Foreign used
1213,Honda,Accord,2013,103438,"C45, ",Automatic,Imported,GREY,4490000,Foreign used
1214,Toyota,Venza,2009,120935,"C45, Abuja",Automatic,Registered,BLACK,4602000,Nigerian used
1215,Toyota,Highlander,2002,202467,"C45, Lagos",Automatic,Registered,GOLD,1970000,Nigerian used
1216,Toyota,Tundra,2014,17353,"C45, Lagos",Automatic,Imported,0,16250000,Foreign used
1217,Toyota,Corolla,2004,244977,"C45, Kaduna",Automatic,Registered,Sliver,1914000,Nigerian used
1218,Land,Range,2014,29555,"C45, Kaduna",Automatic,Registered,SILVER,17930000,Nigerian used
1219,Toyota,Camry,2006,134585,"C45, Port",Automatic,Imported,0,3146000,Foreign used
1220,Toyota,Venza,2009,192394,"C45, Lagos",Automatic,Registered,BLACK,4714000,Nigerian used
1221,Toyota,Camry,2012,130368,"C45, Lagos",Automatic,Registered,0,2922000,Nigerian used
1222,Mercedes-Benz,C320,2002,249791,"C45, Kaduna",Automatic,Registered,Silver,1578000,Nigerian used
1223,Lexus,Gx460,2016,36017,"C45, Abuja",Automatic,Imported,BLACK,29130000,Foreign used
1224,Mercedes-Benz,GLK,2011,104115,"C45, Port",Automatic,Imported,Silver,7290000,Foreign used
1225,Toyota,Highlander,2005,115094,"C45, Lagos",Automatic,Registered,BLUE,1914000,Nigerian used
1226,Toyota,Corolla,2003,142356,"C45, Port",Automatic,Registered,0,1354000,Nigerian used
1227,Mercedes-Benz,E350,2011,61181,"C45, Lagos",Automatic,Registered,BLACK,3818000,Nigerian used
1228,Toyota,Camry,2011,106207,"C45, Lagos",Automatic,Imported,BLACK,3370000,Foreign used
1229,Peugeot,206,2001,99999,"C45, Kaduna",Manual,Registered,Black,626000,Nigerian used
1230,Kia,Rio,2009,109581,"C45, ",Manual,Registered,0,1074000,Nigerian used
1231,Toyota,Camry,2007,111237,"C45, ",Automatic,Registered,Silver,1914000,Nigerian used
1232,Toyota,Aurion,2009,214479,"C45, Lagos",Automatic,Imported,Blue,2597500,Foreign used
1233,Toyota,Camry,2004,189605,"C45, Benin",Automatic,Registered,0,1410000,Nigerian used
1234,Toyota,Corolla,2004,29999,"C45, Kaduna",Automatic,Registered,silver,1914000,Nigerian used
1235,Honda,Cr-V,2007,134577,"C45, Lagos",Automatic,Registered,0,1866250,Nigerian used
1236,Honda,Civic,2013,3712,"C45, Lagos",Automatic,Imported,WHITE,5386000,Foreign used
1237,Toyota,4Runner,1998,99876,"C45, Abuja",Automatic,Registered,Ivory,906000,Nigerian used
1238,Lexus,Gs,2005,169918,"C45, Benin",Automatic,Registered,0,1074000,Nigerian used
1239,Honda,Cr-V,1998,181673,"C45, Lagos",Manual,Registered,BLACK,682000,Nigerian used
