,Make,Model,Year,Mileage (KM),Location,Transmission,Selling Condition,Colour,Price,Used Location
2931,Hyundai,Elantra,2008,183430,"C45, Lagos",Automatic,Imported,0,2082000,Foreign used
2932,Nissan,Altima,2011,133034,"C45, Lagos",Automatic,Imported,0,2250000,Foreign used
2933,Nissan,Murano,2004,189727,"C45, Lagos",Automatic,Registered,Brown,1466000,Nigerian used
2934,Mercedes-Benz,C350,2012,97774,"C45, Lagos",Automatic,Imported,RED,6170000,Foreign used
2935,Land,Lr3,2006,150109,"C45-Express,, ",0,0.0,0.0,2138000,Nigerian used
2936,Ford,Explorer,2012,53297,"C45, Port",Automatic,Registered,Black,6730000,Nigerian used
2937,Mercedes-Benz,C200,1994,131184,"C45, Kaduna",Automatic,Imported,White,1858000,Foreign used
2938,Ford,E-350,2011,147372,"C45, Lagos",Automatic,Registered,Grey,4714000,Nigerian used
2939,Mercedes-Benz,G550,2012,48834,"C45, Lagos",Automatic,Registered,Black,26330000,Nigerian used
2940,Kia,Sportage,2010,2500,"C45, Lagos",Automatic,Registered,0,906000,Nigerian used
2941,Toyota,Camry,2007,62592,"C45, Kaduna",Automatic,Registered,grey,2026000,Nigerian used
2942,Mercedes-Benz,E350,2010,680669,"C45, Abuja",Automatic,Registered,BLACK,5386000,Nigerian used
2943,Lexus,Es300,1998,221258,"C45, Lagos",Automatic,Registered,GOLD,1022500,Nigerian used
2944,Toyota,Sienna,2006,290550,"C45, Lagos",Automatic,Imported,0,3146000,Foreign used
2945,Volkswagen,Polo,2013,177427,"C45, Abuja",Triptonic,Registered,Black,1410000,Nigerian used
2946,Volkswagen,Golf,2005,247761,"C45, Lagos",Manual,Imported,SILVER,1242000,Foreign used
2947,Honda,Accord,2004,142868,"C45, Abuja",Automatic,Registered,grey,1018000,Nigerian used
2948,Land,Lr3,2009,84547,"C45, Lagos",Automatic,Registered,GREY,1914000,Nigerian used
2949,Toyota,Matrix,2004,212114,"C45, Port",Automatic,Registered,0,1400000,Nigerian used
2950,Toyota,Sienna,2002,292114,"C45, Ibadan",Automatic,Imported,blue,2026000,Foreign used
2951,Suzuki,Vitara,2018,11303,"C45, Port",Automatic,Registered,SILVER,8410000,Nigerian used
2952,Kia,Cerato,2010,219201,"C45, Kaduna",Automatic,Registered,Black,1130000,Nigerian used
2953,Hyundai,I10,2009,96997,"C45, ",Manual,Registered,Black,626000,Nigerian used
2954,Toyota,Camry,2003,132245,"C45, Port",Automatic,Registered,0,1802000,Nigerian used
2955,Toyota,Avalon,2013,102698,"C45, ",Automatic,Imported,GOLD,6170000,Foreign used
2956,Hyundai,Sonata,2009,164003,"C45, Lagos",Automatic,Imported,BLACK,1802000,Foreign used
2957,Peugeot,406,2002,84691,"C45, Abuja",Manual,Registered,BLUE,906000,Nigerian used
2958,Hyundai,I10,2012,100690,"C45, ",Manual,Registered,Silver,738000,Nigerian used
2959,Acura,Zdx,2012,6555,"C45, Port",Automatic,Registered,Black,4826000,Nigerian used
2960,Toyota,Sienna,2001,71418,"C45, Port",Automatic,Registered,Grey,741250,Nigerian used
2961,Jeep,Liberty,2010,201240,"C45, Lagos",Automatic,Imported,RED,4490000,Foreign used
2962,Peugeot,406,2000,999999,"C45, Kaduna",Automatic,Registered,SILVER,581200,Nigerian used
2963,Ford,Focus,2011,86628,"C45, Kaduna",Automatic,Registered,Black,2250000,Nigerian used
2964,Nissan,Titan,2005,107770,"C45, ",Automatic,Registered,0,2026000,Nigerian used
2965,Toyota,Highlander,2012,97854,"C45, Lagos",Automatic,Imported,0,7850000,Foreign used
2966,Opel,Signum,2004,75634,"C45, Kaduna",Automatic,Registered,Blue,1802000,Nigerian used
2967,Nissan,Altima,2019,4826,"C45, Lagos",Automatic,Imported,Silver,10650000,Foreign used
2968,Honda,Stream,2001,282646,"C45, Ibadan",Automatic,Registered,red,906000,Nigerian used
2969,Honda,Ridgeline,2006,72116,"C45, Lagos",Automatic,Registered,RED,1914000,Nigerian used
2970,Toyota,Camry,2008,220773,"C45, Lagos",Automatic,Registered,BLUE,2026000,Nigerian used
2971,Toyota,Rav4,2007,122165,"C45, Lagos",Automatic,Registered,BLUE,2306000,Nigerian used
2972,Mercedes-Benz,Ml350,2011,126321,"C45, Lagos",Automatic,Registered,Black,3594000,Nigerian used
2973,Honda,Accord,2006,256695,"C45, Abuja",Automatic,Registered,GREY,1410000,Nigerian used
2974,Toyota,Corolla,2017,37266,"C45, Lagos",Automatic,Imported,0,7626000,Foreign used
2975,Toyota,Avalon,2005,129185,"C45, Lagos",Automatic,Registered,SILVER,2810000,Nigerian used
2976,Honda,Odyssey,2007,213016,"C45, Lagos",Automatic,Imported,WHITE,2000000,Foreign used
2977,Audi,A4,2006,178553,"C45, Abuja",Automatic,Registered,SIlver,1354000,Nigerian used
2978,Toyota,Camry,2012,97673,"C45, ",Automatic,Imported,Black,4882000,Foreign used
2979,Mercedes-Benz,A180,2005,188214,"C45, Lagos",Automatic,Registered,Black,1522000,Nigerian used
2980,Ford,Explorer,2012,98039,"C45, Lagos",Automatic,Imported,BLACK,5635000,Foreign used
2981,Toyota,Highlander,2008,109859,"C45, Lagos",Automatic,Registered,SILVER,3930000,Nigerian used
2982,Toyota,Camry,2007,241430,"C45, Kaduna",Automatic,Registered,SILVER,2250000,Nigerian used
2983,Chrysler,Pacifica,2005,162191,"C45, Port",Automatic,Registered,Blue,1130000,Nigerian used
2984,Toyota,Avalon,2008,104817,"C45, Port",Automatic,Registered,0,1802000,Nigerian used
2985,Toyota,4Runner,2004,98103,"C45, ",Automatic,Imported,BLACK,3258000,Foreign used
2986,Mercedes-Benz,C180,2008,311380,"C45, Abuja",Automatic,Imported,WHITE,3370000,Foreign used
2987,Mitsubishi,Outlander,2014,198319,"C45, ",Automatic,Imported,GREY,5610000,Foreign used
2988,Ford,Explorer,2003,99556,"C45, Abuja",Automatic,Registered,SILVER,3034000,Nigerian used
2989,Lexus,Es300,1998,161087,"C45, Abuja",Automatic,Registered,ASH,2026000,Nigerian used
2990,Toyota,Camry,2003,94240,"C45, Lagos",Automatic,Imported,RED,2026000,Foreign used
2991,Lexus,Es,2007,118053,"C45, Port",Automatic,Registered,Black,3146000,Nigerian used
2992,Honda,Accord,2009,103091,"C45, Port",Automatic,Registered,SILVER,1802000,Nigerian used
2993,Toyota,Camry,2011,73386,"C45, Port",Automatic,Imported,0,3818000,Foreign used
2994,Nissan,Altima,2015,731,"C45, Abuja",Automatic,Registered,White,4378000,Nigerian used
2995,Honda,Pilot,2005,134584,"C45, Lagos",Automatic,Registered,SILVER,1802000,Nigerian used
2996,Ford,Edge,2011,142342,"C45, Port",Automatic,Registered,Gold,2810000,Nigerian used
2997,Toyota,Corolla,2009,198547,"C45, Ibadan",Automatic,Registered,silver,2250000,Nigerian used
2998,Toyota,Highlander,2013,99255,"C45, Lagos",Automatic,Imported,0,6760000,Foreign used
2999,Toyota,Camry,2010,77280,"C45, Lagos",Automatic,Registered,GREY,2250000,Nigerian used
3000,Toyota,Highlander,2008,153293,"C45, Lagos",Automatic,Registered,WHITE,5386000,Nigerian used
3001,Toyota,Corolla,2004,158268,"C45-Express,, ",0,0.0,0.0,2000000,Foreign used
3002,Hyundai,Elantra,2004,188780,"C45, Lagos",Automatic,Registered,Red,458000,Nigerian used
3003,Chevrolet,Epica,2009,173659,"C45, Lagos",Automatic,Registered,BLACK,906000,Nigerian used
3004,Toyota,Land,2008,187350,"C45, Lagos",Automatic,Registered,BLACK,9530000,Nigerian used
3005,Kia,Optima,2012,126269,"C45, Lagos",Automatic,Imported,White,4826000,Foreign used
3006,Chevrolet,Cruze,2012,47602,"C45, Abuja",Automatic,Registered,Black,1522000,Nigerian used
3007,Opel,Astra,2000,158909,"C45, Kaduna",Manual,Registered,RED,794000,Nigerian used
3008,Nissan,Sunny,2006,73689,"C45, Lagos",Manual,Registered,BLACK,1018000,Nigerian used
3009,Honda,Accord,2009,204127,"C45, ",Automatic,Registered,GREY,1914000,Nigerian used
3010,Toyota,Camry,1994,258414,"C45, Port",Automatic,Registered,Green,514000,Nigerian used
3011,Ford,Econoline,2001,157055,"C45, Lagos",Automatic,Registered,0,2474000,Nigerian used
3012,Ford,Freestyle,2006,155988,"C45, ",Automatic,Registered,GREEN,1074000,Nigerian used
3013,Toyota,Sienna,2006,150362,"C45, Lagos",Automatic,Imported,BLUE,2810000,Foreign used
3014,Lexus,Rx,2005,109429,"C45, Ilorin",Automatic,Registered,0,2922000,Nigerian used
3015,Nissan,Quest,2011,163576,"C45, Lagos",Automatic,Imported,0,3947500,Foreign used
3016,Toyota,Land,2017,46477,"C45, Lagos",Automatic,Registered,Black,28010000,Nigerian used
3017,Ford,Edge,2008,101628,"C45, Lagos",Automatic,Imported,SILVER,3370000,Foreign used
3018,Toyota,Camry,2007,304273,"C45, Abuja",Automatic,Registered,GREY,1466000,Nigerian used
3019,Toyota,Rav4,2007,100620,"C45, Port",Automatic,Registered,0,3034000,Nigerian used
3020,Nissan,Xterra,2005,49546,"C45, Lagos",Automatic,Registered,BLACK,1130000,Nigerian used
3021,Hyundai,Accent,2011,25751,"C45, Lagos",Manual,Registered,BLACK,1074000,Nigerian used
3022,Mercedes-Benz,Ml350,2007,119484,"C45, Lagos",Automatic,Registered,BLACK,3818000,Nigerian used
3023,Mercedes-Benz,E550,2010,106453,"C45, Port",Automatic,Registered,0,3930000,Nigerian used
3024,Toyota,Highlander,2010,125531,"C45, Ibadan",Automatic,Registered,Baige,5050000,Nigerian used
3025,Mercedes-Benz,Cl500,2006,52726,"C45, Lagos",Automatic,Imported,silver,2810000,Foreign used
3026,Toyota,Camry,2006,168063,"C45, Lagos",Automatic,Imported,GREY,2250000,Foreign used
3027,Mercedes-Benz,C300,2015,74935,"C45, Lagos",Automatic,Registered,SILVER,11210000,Nigerian used
3028,Toyota,Camry,2014,136823,"C45, ",Automatic,Registered,SILVER,3818000,Nigerian used
3029,Honda,Accord,2010,84385,"C45, Onitsha",Automatic,Registered,0,2250000,Nigerian used
3030,Honda,Accord,2006,246330,"C45, Lagos",Automatic,Registered,BLACK,1410000,Nigerian used
3031,Toyota,Avalon,2003,149573,"C45, Lagos",Automatic,Registered,0,1242000,Nigerian used
3032,Toyota,Highlander,2008,259156,"C45, Abuja",Automatic,Registered,WHITE,3930000,
3033,Toyota,Camry,2007,168992,"C45, Abuja",Automatic,Registered,Grey,2250000,Nigerian used
3034,Lexus,Rx,2005,142200,"C45, Abuja",Automatic,Registered,Blue,2810000,Nigerian used
3035,Kia,Cerato,2019,8645,"C45, Lagos",Automatic,Registered,Silver,7850000,Nigerian used
3036,Toyota,4Runner,2004,213500,"C45, Lagos",Automatic,Registered,0,1578000,Nigerian used
3037,Hyundai,Veracruz,2012,116158,"C45, Lagos",Automatic,Imported,WHITE,4490000,Foreign used
3038,Dodge,Caliber,2007,88855,"C45, Lagos",Automatic,Imported,RED,2922000,Foreign used
3039,Mercedes-Benz,C230,2005,301968,"C45, Abuja",Automatic,Registered,BLACK,1354000,Nigerian used
3040,Mazda,Premacy,1999,285125,"C45, Abuja",Automatic,Registered,SILVER,1130000,Nigerian used
3041,Mitsubishi,Pajero,2014,107105,"C45, Lagos",Automatic,Registered,Black,5610000,Nigerian used
3042,Toyota,4Runner,2003,79102,"C45, Abuja",Automatic,Registered,grey,2810000,Nigerian used
3043,Honda,Civic,2013,89031,"C45, Lagos",Automatic,Registered,GREY,2362000,Nigerian used
3044,Kia,Optima,2009,17832,"C45, Port",Automatic,Registered,Black,850000,Nigerian used
3045,Mercedes,CLS,2005,177051,"C45, Lagos",Automatic,Imported,BLACK,2474000,Foreign used
3046,Jaguar,X-Type,2003,228685,"C45, Abuja",Automatic,Registered,Blue,794000,Nigerian used
3047,Honda,Accord,2008,125051,"C45, Kaduna",Automatic,Registered,Green,1522000,Nigerian used
3048,Mercedes-Benz,Ml350,2008,131427,"C45, Lagos",Automatic,Registered,Black,3594000,Nigerian used
3049,Toyota,Camry,2012,116839,"C45, Lagos",Automatic,Imported,RED,4714000,Foreign used
3050,Nissan,Maxima,2006,192088,"C45, Ibadan",Automatic,Registered,0,1130000,Nigerian used
3051,Nissan,Murano,2009,33949,"C45, Abuja",Automatic,Registered,Black,1466000,Nigerian used
3052,Nissan,Altima,2007,102158,"C45, Abuja",Automatic,Registered,BLACK,1074000,Nigerian used
3053,Toyota,Camry,2003,75607,"C45, Lagos",Automatic,Registered,SILVER,1690000,Nigerian used
3054,Toyota,Sienna,2011,85361,"C45, Lagos",Automatic,Imported,WINE,7346000,Foreign used
3055,BMW,5,2011,156402,"C45, Lagos",Automatic,Imported,WHITE,7290000,Foreign used
3056,Honda,Accord,2003,353271,"C45, Abuja",Automatic,Registered,ASH,1466000,Nigerian used
3057,Mercedes-Benz,Ml350,2012,14885,"C45, ",Automatic,Imported,White,11210000,Foreign used
3058,Infiniti,FX35,2004,189800,"C45, Lagos",Automatic,Imported,GREY,2810000,Foreign used
3059,Nissan,Titan,2008,54769,"C45, Ibadan",Automatic,Registered,Grey,2810000,Nigerian used
3060,Lexus,Rx,2015,10418,"C45, Lagos",Automatic,Imported,GOLD,9306000,Foreign used
3061,Lexus,NX,2017,37883,"C45, Abuja",Automatic,Registered,RED,28010000,Nigerian used
3062,Honda,Cr-V,2004,308248,"C45, Abuja",Automatic,Registered,BLACK,967000,Nigerian used
3063,Toyota,Corolla,2009,151754,"C45, ",Automatic,Registered,Silver,5050000,Foreign used
3064,Toyota,Camry,2005,224704,"C45, Abuja",Automatic,Registered,BLUE,1690000,Nigerian used
3065,Acura,Mdx,2008,96077,"C45, ",Automatic,Registered,GREY,3594000,Nigerian used
3066,Nissan,X-Trail,2012,66518,"C45, Lagos",Automatic,Imported,0,6730000,Foreign used
3067,Kia,Carnival,2006,238881,"C45, Lagos",Automatic,Registered,SILVER,1130000,Nigerian used
3068,Toyota,Camry,2008,167985,"C45, Kaduna",Automatic,Registered,GREY,2530000,Nigerian used
3069,Ford,Explorer,2009,166537,"C45, Lagos",Automatic,Imported,0,5610000,Foreign used
3070,Honda,Pilot,2011,61346,"C45, Lagos",Automatic,Registered,Red,5610000,Nigerian used
3071,Volvo,V60,2015,56968,"C45, Lagos",Automatic,Imported,White,7850000,Foreign used
3072,Mercedes-Benz,Ml350,2006,84358,"C45, Abuja",Automatic,Registered,Black,3930000,Nigerian used
3073,Ford,Explorer,2006,136724,"C45, Lagos",Automatic,Registered,Brown,1802000,Nigerian used
3074,Volkswagen,CC,2009,169975,"C45, Lagos",Automatic,Registered,Brown,2026000,Nigerian used
3075,Toyota,Tundra,2008,157195,"C45, Port",Automatic,Registered,0,3370000,Nigerian used
3076,Honda,Civic,2012,147569,"C45, Akure",Automatic,Registered,0,2082000,Nigerian used
3077,Toyota,Camry,2002,116037,"C45, Lagos",Automatic,Registered,GOLD,1242000,Nigerian used
3078,Hyundai,Sonata,2009,160581,"C45, Lagos",Automatic,Registered,0,1466000,Nigerian used
3079,Honda,Ridgeline,2006,172357,"C45, Lagos",Automatic,Imported,BLUE,4490000,Foreign used
3080,Honda,City,2006,138695,"C45, Lagos",Automatic,Registered,SILVER,1018000,Nigerian used
3081,Mercedes-Benz,Ml350,2013,145361,"C45, Lagos",Automatic,Imported,WHITE,12890000,Foreign used
3082,Volkswagen,Tiguan,2010,98337,"C45, Lagos",Automatic,Imported,BLUE,3146000,Foreign used
3083,Toyota,Corolla,2003,208233,"C45, Kaduna",Automatic,Registered,SILVER,1578000,Nigerian used
3084,Toyota,Highlander,2014,24479,"C45, Lagos",Automatic,Imported,GOLD,9922000,Foreign used
3085,Toyota,Camry,2007,101370,"C45, Ilorin",Automatic,Registered,0,2026000,Nigerian used
3086,Hyundai,Elantra,2006,170454,"C45, ",Automatic,Imported,WHITE,1914000,Foreign used
3087,Acura,Mdx,2002,307500,"C45, Port",Automatic,Registered,Silver,1018000,Nigerian used
3088,Toyota,Corolla,2003,999999,"C45, Lagos",Automatic,Registered,0,2026000,Foreign used
3089,Lexus,Es,2007,147952,"C45, Port",Automatic,Registered,Red,3370000,Nigerian used
3090,Toyota,Matrix,2003,217913,"C45, Lagos",Automatic,Imported,0,2474000,Foreign used
3091,Infiniti,Qx56,2006,24612,"C45, Port",Automatic,Registered,0,4490000,Nigerian used
3092,Lexus,Rx,2000,151421,"C45, Ilorin",Automatic,Registered,0,1914000,Nigerian used
3093,Toyota,Sequoia,2002,126704,"C45, Lagos",Automatic,Registered,BEIGE,1186000,Nigerian used
3094,Honda,Pilot,2003,131486,"C45, Abuja",Automatic,Registered,Black,1074000,Nigerian used
3095,Toyota,Sienna,2004,178093,"C45, Lagos",Automatic,Registered,RED,1690000,Nigerian used
3096,Mercedes-Benz,C240,2005,138611,"C45, Port",Automatic,Imported,White,2586000,Foreign used
3097,Toyota,Sequoia,2004,175411,"C45-Express,, ",0,0.0,0.0,2250000,Nigerian used
3098,Ford,Escape,2014,185152,"C45, Abuja",Automatic,Registered,Red,3706000,Nigerian used
3099,Lexus,Rx,2007,219978,"C45, Lagos",Automatic,Registered,WHITE,2810000,Nigerian used
3100,Acura,Mdx,2004,97953,"C45, Lagos",Automatic,Registered,0,1354000,Nigerian used
3101,Toyota,Camry,2001,266654,"C45, Port",Automatic,Registered,Green,906000,Nigerian used
3102,Lexus,Rx,1999,137179,"C45, Ilorin",Automatic,Registered,0,1130000,Nigerian used
3103,Toyota,Sienna,2005,211757,"C45, Lagos",Automatic,Registered,GOLD,2250000,Nigerian used
3104,Toyota,Rav4,2002,42190,"C45, Abuja",Automatic,Registered,SILVER,1690000,Nigerian used
3105,Lexus,Rx,2011,74903,"C45, Abuja",Automatic,Registered,BLACK,5610000,Nigerian used
3106,Hyundai,Accent,2014,66399,"C45, Lagos",Automatic,Registered,BLACK,1802000,Nigerian used
3107,Acura,Mdx,2005,173526,"C45, Lagos",Automatic,Imported,SILVER,2082000,Foreign used
3108,Mercedes-Benz,C300,2008,112336,"C45, Abuja",Automatic,Imported,Black,5050000,Foreign used
3109,Toyota,Tundra,2004,12774,"C45, Lagos",Automatic,Registered,0,2082000,Nigerian used
3110,Toyota,Highlander,2010,63487,"C45, Ibadan",Automatic,Registered,silver,3482000,Nigerian used
3111,Suzuki,Grand,2009,126285,"C45, Lagos",Automatic,Registered,0,2810000,Nigerian used
3112,Toyota,Matrix,2009,115304,"C45, Lagos",Automatic,Imported,Blue,3258000,Foreign used
3113,Mercedes-Benz,C300,2011,78609,"C45, Lagos",Automatic,Registered,BLUE,2922000,Nigerian used
3114,Toyota,Rav4,2002,183187,"C45, Lagos",Automatic,Registered,0,1354000,Nigerian used
3115,Dodge,Avenger,2008,103798,"C45, Abuja",Automatic,Registered,BLACK,2250000,Nigerian used
3116,Lexus,Rx,2002,116220,"C45, ",Automatic,Registered,BLUE,3706000,Nigerian used
3117,Lexus,Es,2002,23200,"C45, Port",Automatic,Registered,Gold,2026000,Nigerian used
3118,Lexus,Rx,2004,139832,"C45, Lagos",Automatic,Registered,0,3146000,Nigerian used
3119,Scion,Tc,2001,0,"C45-Express,, ",0,0.0,0.0,2000000,Foreign used
3120,Kia,Rio,2014,111663,"C45, Lagos",Automatic,Registered,Blue,1802000,Nigerian used
3121,Land,Lr2,2008,146427,"C45, Lagos",Automatic,Imported,GREEN,2418000,Foreign used
3122,Volkswagen,Passat,2013,75617,"C45, ",Automatic,Registered,WHITE,2026000,Nigerian used
3123,Lexus,GX470,2003,0,"C45-Express,, ",0,0.0,0.0,5000000,Foreign used
3124,Jeep,Liberty,2005,243710,"C45, Abuja",Automatic,Registered,BLACK,1130000,Nigerian used
3125,Toyota,Corolla,2015,0,"C45-Express,, ",0,0.0,0.0,5000000,Foreign used
3126,Toyota,Venza,2011,61500,"C45, Lagos",Automatic,Registered,RED,4602000,Nigerian used
3127,Toyota,Camry,2008,84213,"C45, Lagos",Automatic,Imported,GREY,2026000,Nigerian used
3128,Lexus,Es,2008,164023,"C45, Lagos",Automatic,Registered,BLACK,3258000,Nigerian used
3129,Toyota,Avalon,2014,50000,"C45, Abuja",Automatic,Registered,BLACK,5386000,Nigerian used
3130,Land,Lr3,2005,0,"C45, Lagos",Automatic,Registered,0,1186000,Nigerian used
3131,Toyota,Camry,2012,177988,"C45, Lagos",Automatic,Imported,Red,5050000,Foreign used
3132,Lexus,Gs,2006,211792,"C45, Lagos",Automatic,Registered,SILVER,2474000,Nigerian used
3133,Mercedes-Benz,C350,2010,90307,"C45, Abuja",Automatic,Registered,BLACK,2810000,Nigerian used
3134,Toyota,Avensis,2001,0,"C45, Abuja",Automatic,Registered,0,741250,Nigerian used
3135,Toyota,Camry,2013,110832,"C45, Lagos",Automatic,Registered,GREY,3482000,Nigerian used
3136,Ford,Fusion,2012,182307,"C45, Abuja",Automatic,Registered,0,2372500,Nigerian used
3137,Toyota,Prius,2006,164114,"C45, Lagos",Automatic,Imported,gold,2250000,Foreign used
3138,Hyundai,Trajet,2001,393956,"C45, Lagos",Automatic,Registered,BLUE,1074000,Nigerian used
3139,Toyota,Sienna,2000,350691,"C45, Lagos",Automatic,Registered,0,749200,Nigerian used
3140,Toyota,Sienna,2001,107633,"C45, Abuja",Automatic,Registered,BROWN,1074000,Nigerian used
3141,Kia,Sorento,2012,137635,"C45, Lagos",Automatic,Registered,GREY,3594000,Nigerian used
3142,Toyota,Camry,2003,195555,"C45, Lagos",Automatic,Registered,0,1354000,Nigerian used
3143,Toyota,Tundra,2007,199820,"C45, Port",Automatic,Registered,RED,3460000,Nigerian used
3144,Toyota,Camry,2004,210631,"C45, Abuja",Automatic,Registered,BLACK,1578000,Nigerian used
3145,Nissan,X-Trail,2005,254115,"C45, ",Manual,Registered,BLACK,1130000,Nigerian used
3146,Ford,Escape,2014,94535,"C45, Abuja",Automatic,Registered,Silver,3930000,Nigerian used
3147,Honda,Accord,2013,45138,"C45, Port",Automatic,Registered,0,3370000,Nigerian used
3148,Toyota,Venza,2009,0,"C45-Express,, ",0,0.0,0.0,4620000,Nigerian used
3149,Mercedes-Benz,C280,2007,65,"C45, Abuja",Automatic,Registered,BLUE,1690000,Nigerian used
3150,Ford,Edge,2010,106177,"C45, Lagos",Automatic,Registered,BLACK,2026000,Nigerian used
3151,Mercedes-Benz,B150,2009,46473,"C45, Abuja",Automatic,Registered,Silver,1802000,Nigerian used
3152,Nissan,Altima,2007,171029,"C45, Akure",Automatic,Registered,0,1472500,Nigerian used
3153,Toyota,Camry,2007,118993,"C45, Kaduna",Automatic,Imported,BLUE,3146000,Foreign used
3154,Acura,Tl,2009,99999,"C45, Lagos",Automatic,Registered,WINE,3034000,Nigerian used
3155,Lexus,Es,2009,95355,"C45, Lagos",Automatic,Imported,GREY,4266000,Foreign used
3156,Toyota,Sienna,2008,143345,"C45, Abuja",Automatic,Registered,0,1466000,Nigerian used
3157,Mercedes-Benz,C300,2011,148228,"C45, Lagos",Automatic,Imported,SILVER,4826000,Foreign used
3158,Mercedes-Benz,GLE,2018,48780,"C45, Port",Automatic,Registered,0,19050000,Nigerian used
